student_id,course_id,minutes_watched,date_watched,student_type_id
258865,49,4,2022-09-22,1
258869,21,1.2,2022-01-01,0
258870,7,3.6,2022-01-05,0
258870,11,0.5,2022-01-28,0
258870,20,0.6,2022-01-01,0
258871,42,2.2,2022-01-01,0
258872,7,63.8,2022-01-03,0
258876,7,6.6,2022-01-13,0
258876,7,11.8,2022-01-12,0
258876,7,12.9,2022-01-02,0
258876,7,14.9,2022-01-01,0
258876,7,27.4,2022-01-03,0
258878,7,110,2022-01-02,1
258878,21,23.7,2022-01-08,1
258879,7,1.2,2022-01-29,0
258880,7,4.5,2022-01-04,0
258880,7,12.3,2022-01-07,0
258880,21,56.4,2022-01-08,0
258881,35,1.9,2022-01-01,0
258882,14,0.5,2022-01-01,0
258883,7,11.1,2022-01-04,1
258883,7,14.5,2022-01-05,1
258883,42,4.4,2022-03-18,1
258884,42,0.3,2022-01-01,0
258885,7,20.7,2022-01-04,0
258885,7,41,2022-01-01,0
258887,28,0.1,2022-01-03,0
258888,23,0.7,2022-01-01,0
258890,7,1.2,2022-01-01,0
258892,24,2,2022-01-01,0
258892,36,5.4,2022-01-31,0
258892,52,3.8,2022-04-10,0
258893,2,25.3,2022-01-02,0
258894,21,62,2022-01-01,0
258895,7,11.2,2022-01-01,0
258897,16,0.1,2022-04-29,0
258902,7,6.6,2022-01-01,0
258902,7,12.3,2022-01-02,0
258903,21,9.3,2022-01-01,0
258904,2,48.1,2022-01-02,0
258904,2,82.6,2022-01-03,0
258904,3,18,2022-01-09,0
258904,3,19.1,2022-01-12,0
258904,3,28.4,2022-01-10,0
258904,29,22.8,2022-01-01,0
258905,7,3.6,2022-01-03,0
258906,7,2.3,2022-01-22,0
258906,7,2.7,2022-01-02,0
258906,7,11.6,2022-01-07,0
258906,7,17.6,2022-01-15,0
258906,7,74.8,2022-01-16,0
258906,7,80.6,2022-01-08,0
258906,13,6.7,2022-02-13,0
258906,23,35.7,2022-01-29,0
258906,24,18.4,2022-03-10,0
258907,7,12.3,2022-04-25,0
258908,21,15,2022-01-01,1
258908,21,205.8,2022-01-02,1
258908,24,138.5,2022-01-03,1
258908,45,5.7,2022-01-14,1
258908,45,6.3,2022-01-17,1
258908,45,7.4,2022-01-11,1
258908,45,28.4,2022-01-20,1
258908,45,38.4,2022-01-25,1
258908,45,41.5,2022-01-12,1
258908,45,71.8,2022-01-18,1
258910,7,6.6,2022-01-02,0
258912,7,0.1,2022-01-08,0
258912,7,11.5,2022-01-09,0
258912,14,3.9,2022-01-07,0
258913,2,3.4,2022-07-05,1
258913,2,12.6,2022-07-07,1
258913,2,52.4,2022-07-06,1
258913,2,60.6,2022-05-19,1
258913,7,45.5,2022-01-02,0
258913,7,100,2022-01-03,0
258913,14,0.1,2022-03-13,1
258913,14,0.2,2022-03-11,1
258913,14,0.4,2022-02-12,1
258913,14,2.3,2022-06-28,1
258913,14,3.7,2022-03-08,1
258913,14,8.5,2022-07-21,1
258913,14,14.7,2022-07-16,1
258913,14,19.3,2022-07-10,1
258913,14,20.4,2022-07-20,1
258913,14,21.7,2022-07-15,1
258913,14,22.2,2022-02-28,1
258913,14,28.1,2022-07-09,1
258913,14,28.8,2022-01-27,1
258913,14,31.4,2022-07-14,1
258913,14,32.5,2022-07-13,1
258913,14,37.2,2022-04-27,1
258913,14,44.4,2022-07-12,1
258913,14,47,2022-02-26,1
258913,14,55.7,2022-05-18,1
258913,14,64.1,2022-07-08,1
258913,14,70.9,2022-02-11,1
258913,14,79.2,2022-07-11,1
258913,14,132.3,2022-05-17,1
258913,21,87.1,2022-01-05,0
258913,23,0.1,2022-04-20,1
258913,23,5.1,2022-03-09,1
258913,23,5.8,2022-03-10,1
258913,23,29.2,2022-04-19,1
258913,23,32.9,2022-04-21,1
258913,23,126.3,2022-01-04,0
258913,30,1.5,2022-03-18,1
258913,30,5.5,2022-03-17,1
258913,46,26.2,2022-04-09,1
258913,46,40.5,2022-04-11,1
258913,46,63.5,2022-04-10,1
258914,7,2.8,2022-01-02,0
258915,7,3.3,2022-06-23,0
258915,7,6.6,2022-01-06,0
258915,7,30.7,2022-07-27,0
258916,7,26.5,2022-04-13,1
258916,7,67.7,2022-04-14,1
258916,14,66.4,2022-10-20,1
258916,15,47.4,2022-09-17,1
258916,15,61.8,2022-09-16,1
258916,27,4.9,2022-09-06,1
258916,33,14.3,2022-08-29,1
258916,33,82.2,2022-08-30,1
258916,36,35.3,2022-09-13,1
258917,7,6.6,2022-01-02,0
258920,14,65.3,2022-01-02,0
258922,7,6.4,2022-01-03,0
258922,7,19.4,2022-01-02,0
258922,7,43.2,2022-01-04,1
258922,7,60.9,2022-01-05,1
258922,14,2.4,2022-07-06,1
258922,14,22.8,2022-07-19,1
258922,16,5.5,2022-01-20,1
258922,21,1.4,2022-02-07,1
258922,21,2.9,2022-06-27,1
258922,21,5,2022-07-03,1
258922,21,9.2,2022-09-15,1
258922,21,11.4,2022-02-16,1
258922,23,25.7,2022-01-09,1
258922,28,1.2,2022-07-26,1
258922,46,3.5,2022-01-10,1
258924,3,0.4,2022-01-22,0
258924,3,123.1,2022-02-02,0
258924,7,0.6,2022-03-09,0
258924,7,35.6,2022-01-04,0
258924,13,62.1,2022-02-03,0
258924,14,94.7,2022-01-19,0
258924,21,30.5,2022-01-17,0
258924,33,16.4,2022-02-06,0
258924,48,0.1,2022-02-05,0
258925,23,6.7,2022-01-02,0
258927,45,0.6,2022-08-02,0
258927,45,5.1,2022-01-02,0
258929,7,10,2022-03-02,0
258929,7,33.8,2022-03-01,0
258930,7,7.6,2022-02-23,1
258930,7,11.1,2022-02-20,1
258930,7,11.2,2022-02-21,1
258930,7,13.6,2022-02-19,1
258930,7,19.3,2022-02-18,0
258930,7,22.5,2022-07-19,1
258930,7,51.1,2022-02-22,1
258930,21,4.1,2022-03-13,1
258930,21,5.3,2022-03-04,1
258930,21,8.4,2022-07-24,1
258930,21,9,2022-08-01,1
258930,21,10.5,2022-08-02,1
258930,21,16.9,2022-08-28,1
258933,7,1.5,2022-01-03,0
258933,7,4.3,2022-01-17,0
258936,7,21.1,2022-01-02,0
258936,25,4.4,2022-01-12,0
258939,7,10.8,2022-01-02,0
258940,2,3.5,2022-01-02,0
258940,42,7.6,2022-06-26,0
258947,7,0.1,2022-01-02,0
258951,7,0.1,2022-01-04,0
258951,7,13.1,2022-01-02,0
258951,23,12,2022-01-27,0
258951,23,29.9,2022-01-26,0
258951,42,7.8,2022-03-21,0
258951,42,7.9,2022-03-28,0
258951,42,19.8,2022-03-26,0
258954,7,3.4,2022-01-02,0
258955,7,16.8,2022-01-05,1
258955,7,41.7,2022-01-03,1
258955,7,51.6,2022-01-02,0
258955,7,66.4,2022-01-04,1
258955,23,1.3,2022-01-19,1
258955,23,21.5,2022-01-18,1
258955,23,29.5,2022-06-07,1
258955,23,31,2022-01-13,1
258955,23,31.7,2022-01-12,1
258955,23,50.4,2022-01-07,1
258955,23,53.9,2022-01-14,1
258955,23,64.4,2022-06-08,1
258956,7,12.3,2022-05-02,1
258956,7,15.7,2022-05-05,1
258956,7,44.7,2022-05-01,1
258956,7,55.9,2022-05-03,1
258956,14,0.1,2022-08-02,0
258956,14,10.7,2022-07-15,1
258956,14,36.4,2022-07-18,1
258956,14,52.1,2022-07-14,1
258956,14,53.4,2022-07-13,1
258956,14,63,2022-07-12,1
258956,14,64.7,2022-07-11,1
258956,14,95.7,2022-07-06,1
258956,21,49.5,2022-05-09,1
258956,23,14.8,2022-03-31,1
258956,23,24.4,2022-04-15,1
258956,23,41.5,2022-04-23,1
258956,23,82,2022-04-18,1
258957,7,3.6,2022-01-06,0
258959,42,0.1,2022-01-02,0
258960,21,3.4,2022-01-02,0
258962,23,0.1,2022-01-02,0
258965,23,1.5,2022-01-02,0
258967,23,2.8,2022-01-02,0
258969,34,5.2,2022-01-02,0
258970,21,33.9,2022-01-03,0
258971,7,0.3,2022-01-03,0
258971,7,7.2,2022-01-09,1
258971,7,8.9,2022-01-11,1
258971,7,9.3,2022-01-05,0
258971,7,18.1,2022-01-10,1
258971,7,32.6,2022-01-12,1
258971,7,61,2022-01-02,0
258971,14,0.3,2022-06-16,0
258971,14,3.2,2022-02-21,0
258971,14,4.4,2022-01-27,1
258971,14,7.7,2022-02-12,0
258971,14,11.7,2022-02-20,0
258971,20,18.9,2022-02-06,1
258971,20,24.6,2022-02-05,1
258971,21,3.7,2022-01-15,1
258971,21,4.7,2022-01-23,1
258971,21,5.8,2022-01-18,1
258971,21,23.9,2022-01-14,1
258971,21,67.9,2022-01-16,1
258971,22,22,2022-02-04,1
258973,3,20.3,2022-01-02,0
258974,28,20.9,2022-01-02,0
258979,27,0.2,2022-01-02,0
258979,28,1.3,2022-01-03,0
258980,7,0.1,2022-01-02,0
258980,7,51.1,2022-01-09,1
258980,7,57,2022-01-10,1
258980,23,4.7,2022-09-22,1
258980,42,3.4,2022-09-21,1
258980,46,20.6,2022-02-07,1
258980,46,31.9,2022-02-09,1
258980,46,50.8,2022-01-13,1
258980,46,54.3,2022-02-08,1
258980,46,64.8,2022-01-12,1
258982,7,0.1,2022-01-02,0
258984,7,11.1,2022-01-06,1
258984,7,19.8,2022-01-02,1
258984,7,34.7,2022-01-03,1
258984,7,37.7,2022-01-04,1
258984,7,56.7,2022-01-07,1
258984,20,0.1,2022-03-31,1
258984,20,25.7,2022-04-07,1
258984,20,29.3,2022-03-30,1
258984,21,28.3,2022-07-04,1
258984,23,7.1,2022-01-08,1
258984,23,30.8,2022-01-10,1
258984,23,50,2022-01-11,1
258984,30,6.5,2022-05-29,1
258984,30,11.9,2022-06-24,1
258984,30,17.6,2022-06-27,1
258984,35,0.3,2022-04-09,1
258984,35,11.2,2022-04-11,1
258984,35,16.2,2022-05-31,1
258984,35,39.7,2022-06-01,1
258987,37,0.3,2022-01-05,0
258989,45,0.3,2022-01-02,0
258991,7,5.6,2022-01-02,0
258993,42,0.3,2022-01-02,0
258994,4,14,2022-01-10,0
258994,4,16,2022-01-03,0
258994,4,65.1,2022-01-02,0
258996,7,10.5,2022-01-04,0
258996,7,13.2,2022-01-06,0
258996,7,15.5,2022-01-16,0
258997,23,8.4,2022-01-02,0
258998,20,0.3,2022-01-02,0
258999,23,0.5,2022-01-02,0
259000,7,1.4,2022-01-11,0
259000,7,7.7,2022-01-03,0
259000,7,48.2,2022-01-02,0
259001,33,2.4,2022-01-03,0
259001,33,5.5,2022-01-02,0
259002,14,10.6,2022-01-06,0
259002,14,13.3,2022-01-02,0
259002,14,28.4,2022-01-03,0
259005,2,0.6,2022-02-19,0
259005,2,0.9,2022-02-21,0
259005,20,0.6,2022-07-11,0
259005,21,0.5,2022-01-02,0
259008,7,1.1,2022-01-02,0
259011,3,9.1,2022-04-21,0
259011,5,3.5,2022-04-22,0
259011,7,43.5,2022-01-04,0
259011,7,53.6,2022-01-02,0
259011,14,1.1,2022-05-11,0
259011,14,1.5,2022-02-21,0
259011,14,4.4,2022-02-23,0
259011,14,4.9,2022-04-07,0
259011,14,8.4,2022-03-19,0
259011,14,13.1,2022-03-09,0
259011,14,14.1,2022-03-01,0
259011,14,15.2,2022-04-18,0
259011,14,18.7,2022-03-18,0
259011,14,20.2,2022-03-27,0
259011,14,21.8,2022-03-31,0
259011,14,33.1,2022-04-03,0
259011,14,52.8,2022-04-20,0
259011,14,57.7,2022-04-06,0
259011,14,70.2,2022-04-16,0
259011,14,75.7,2022-04-17,0
259011,14,79.3,2022-04-09,0
259011,14,92.7,2022-02-26,0
259011,14,108.5,2022-04-15,0
259011,14,111.1,2022-04-19,0
259011,16,1,2022-01-28,0
259011,16,1.9,2022-02-03,0
259011,16,7.3,2022-01-19,0
259011,16,15.6,2022-02-05,0
259011,16,17,2022-02-04,0
259011,16,22.1,2022-02-08,0
259011,16,26.2,2022-01-20,0
259011,16,28,2022-01-27,0
259011,16,40.1,2022-01-18,0
259011,16,59,2022-01-22,0
259011,16,69.9,2022-02-06,0
259011,16,70.6,2022-01-23,0
259011,16,74.5,2022-01-14,0
259011,16,76,2022-01-16,0
259011,16,87.2,2022-01-17,0
259011,16,125.6,2022-01-15,0
259011,21,102.9,2022-03-02,0
259011,23,0.1,2022-03-15,0
259011,23,0.2,2022-03-17,0
259011,23,5,2022-01-13,0
259011,23,5.8,2022-03-11,0
259011,23,7.7,2022-01-05,0
259011,23,28.2,2022-03-14,0
259011,23,34.3,2022-03-12,0
259011,23,34.4,2022-03-16,0
259011,23,36.5,2022-03-13,0
259011,23,46,2022-03-03,0
259012,23,0.4,2022-01-04,0
259012,23,25.4,2022-01-05,0
259012,23,36,2022-01-03,0
259014,25,2.4,2022-01-02,0
259015,32,0.9,2022-01-10,0
259015,32,7.9,2022-01-19,0
259015,32,12.2,2022-01-12,0
259015,32,14.9,2022-01-02,0
259015,32,35.2,2022-01-09,0
259015,32,78.4,2022-01-04,0
259017,41,1.1,2022-01-02,0
259018,7,0.7,2022-01-04,0
259019,7,0.2,2022-06-10,0
259019,7,68.2,2022-08-30,0
259019,15,0.4,2022-08-23,0
259019,15,1.2,2022-08-26,0
259019,15,2.3,2022-08-25,0
259019,15,7.1,2022-07-24,0
259019,15,10.4,2022-08-31,0
259019,15,11.7,2022-08-07,0
259019,15,13.2,2022-07-31,0
259019,15,23.2,2022-08-01,0
259019,15,29,2022-08-03,0
259019,15,53.2,2022-08-04,0
259019,23,0.1,2022-10-19,0
259020,7,5.8,2022-01-02,0
259022,7,1.2,2022-01-02,0
259024,22,18,2022-01-03,0
259024,37,9,2022-01-02,0
259025,22,2.3,2022-01-02,0
259026,7,2.2,2022-01-06,1
259026,7,13,2022-01-03,0
259026,7,20.8,2022-01-10,1
259026,7,22.8,2022-01-04,1
259026,7,27.3,2022-01-05,1
259026,7,28.6,2022-01-02,0
259026,16,3.9,2022-04-11,1
259026,16,4.2,2022-04-15,1
259026,16,6.3,2022-04-17,1
259026,16,11.4,2022-04-10,1
259026,16,13.2,2022-04-13,1
259026,16,16.4,2022-05-02,1
259026,16,19.4,2022-04-23,1
259026,16,22.4,2022-04-12,1
259026,16,23.2,2022-04-04,1
259026,16,28.5,2022-04-30,1
259026,16,31.7,2022-04-25,1
259026,16,38.2,2022-04-18,1
259026,16,73.6,2022-04-16,1
259026,21,1.3,2022-03-08,1
259026,21,7.4,2022-03-14,1
259026,21,9.2,2022-01-18,1
259026,21,10.7,2022-03-11,1
259026,21,15.6,2022-03-18,1
259026,21,19.1,2022-01-24,1
259026,21,20.6,2022-03-09,1
259026,21,36.1,2022-01-17,1
259026,21,49.4,2022-03-13,1
259026,28,9.9,2022-03-29,1
259028,21,1.7,2022-01-02,0
259028,21,15.1,2022-01-25,1
259028,21,20.5,2022-01-23,1
259028,21,23.5,2022-01-26,1
259028,21,23.9,2022-01-05,1
259028,21,35.8,2022-01-04,1
259028,21,58.3,2022-01-03,0
259029,7,10.4,2022-01-03,0
259032,41,30.7,2022-01-13,0
259033,21,3.3,2022-01-02,0
259034,35,0.2,2022-01-09,0
259034,35,3.5,2022-01-13,0
259034,35,15.2,2022-01-16,0
259034,35,15.4,2022-01-11,0
259035,16,1.1,2022-01-02,0
259036,53,6.5,2022-06-30,0
259039,21,1.2,2022-01-28,1
259039,21,3.6,2022-01-08,1
259039,21,4.6,2022-01-10,1
259039,21,5.5,2022-01-27,1
259039,21,8,2022-01-16,1
259039,21,35.2,2022-01-14,1
259039,21,48.7,2022-01-13,1
259039,21,67.3,2022-01-17,1
259039,42,2.2,2022-01-04,1
259039,42,10.3,2022-01-06,1
259039,42,26.8,2022-01-03,1
259039,42,72,2022-01-02,1
259039,42,116.8,2022-01-05,1
259040,23,0.1,2022-01-02,0
259041,2,0.2,2022-01-02,0
259042,21,2.8,2022-08-15,0
259042,21,8.6,2022-08-17,0
259042,21,26.2,2022-08-20,0
259042,21,29.4,2022-08-21,0
259042,21,127.6,2022-08-18,0
259043,7,0.8,2022-01-02,0
259043,7,10.2,2022-01-03,0
259045,16,2.2,2022-01-25,0
259046,23,141.2,2022-02-22,0
259047,7,1.7,2022-01-02,0
259047,7,25.5,2022-01-03,0
259048,7,0.6,2022-01-02,0
259051,7,0.4,2022-01-02,0
259054,5,0.1,2022-01-31,1
259054,5,4.8,2022-04-23,1
259054,5,16.1,2022-04-30,1
259054,5,39.6,2022-04-19,1
259054,21,8.9,2022-02-02,1
259055,13,2,2022-01-03,0
259056,21,0.5,2022-01-03,0
259057,7,8.4,2022-01-03,0
259058,23,1.2,2022-01-03,0
259059,26,4.3,2022-01-03,0
259060,7,1.2,2022-01-03,0
259060,7,9.2,2022-01-06,0
259060,7,19.8,2022-01-09,0
259062,7,9.5,2022-01-03,0
259063,15,4.7,2022-01-03,0
259065,15,0.4,2022-01-03,0
259067,7,59.8,2022-01-03,0
259068,27,5.7,2022-01-03,0
259068,35,40.9,2022-01-06,0
259069,7,1,2022-01-03,0
259070,14,8.8,2022-03-18,1
259070,14,10.8,2022-02-16,1
259070,14,13.3,2022-03-30,1
259070,14,14.7,2022-02-26,1
259070,14,15.4,2022-03-31,1
259070,14,18.3,2022-02-10,1
259070,14,38.6,2022-02-25,1
259070,14,38.9,2022-02-09,1
259070,14,40.4,2022-02-07,1
259070,14,42.2,2022-03-02,1
259070,14,168.7,2022-03-07,1
259070,23,1.2,2022-02-21,1
259070,23,6.7,2022-02-20,1
259070,42,0.3,2022-06-20,1
259070,42,22.7,2022-01-15,1
259070,42,31.1,2022-01-16,1
259070,42,38.4,2022-01-19,1
259070,42,74.4,2022-01-24,1
259070,42,130.2,2022-01-18,1
259071,7,8.6,2022-01-03,0
259071,7,45,2022-01-04,0
259072,13,1.8,2022-01-03,0
259077,3,10.2,2022-01-03,0
259078,7,0.9,2022-01-03,0
259079,35,0.2,2022-01-03,0
259080,7,118.2,2022-01-08,0
259080,23,10.5,2022-01-31,0
259080,39,27.7,2022-01-04,0
259084,7,1.1,2022-01-03,0
259084,42,15.9,2022-01-28,0
259085,16,0.9,2022-01-03,0
259086,16,5.3,2022-01-03,0
259088,7,10.6,2022-01-03,0
259088,23,7.1,2022-01-05,0
259088,23,28.6,2022-01-04,0
259088,23,40.2,2022-01-06,0
259090,21,10,2022-01-03,0
259093,13,3,2022-01-03,0
259093,23,96.1,2022-01-08,0
259095,7,0.1,2022-01-21,0
259097,7,12.2,2022-01-03,0
259098,7,0.3,2022-01-03,0
259098,7,19.8,2022-05-27,0
259099,7,1.1,2022-01-03,0
259101,37,0.3,2022-02-01,0
259101,42,1.6,2022-01-03,0
259102,21,0.2,2022-01-03,0
259103,42,13.7,2022-01-03,0
259104,23,0.7,2022-01-03,0
259105,14,0.2,2022-01-03,0
259105,20,12.4,2022-01-18,0
259105,21,1.1,2022-01-16,0
259105,21,24.7,2022-01-17,0
259105,37,12,2022-01-27,0
259105,37,12.6,2022-01-25,0
