student_id,student_country,date_registered,student_type_id
258905,NG,2022-01-01,0
258906,EG,2022-01-01,0
258907,EG,2022-01-01,0
258908,US,2022-01-01,1
258909,US,2022-01-01,0
258910,EG,2022-01-02,0
258911,SA,2022-01-02,0
258912,IN,2022-01-02,0
258913,US,2022-01-02,1
258914,LK,2022-01-02,0
258915,SA,2022-01-02,0
258916,CA,2022-01-02,1
258917,US,2022-01-02,0
258919,DE,2022-01-02,0
258920,PH,2022-01-02,0
258921,SA,2022-01-02,0
258922,US,2022-01-02,1
258924,EG,2022-01-02,0
258925,ID,2022-01-02,0
258926,SA,2022-01-02,0
258927,IN,2022-01-02,0
258928,SA,2022-01-02,0
258929,US,2022-01-02,0
258930,SA,2022-01-02,1
258931,SA,2022-01-02,0
258932,SA,2022-01-02,0
258933,US,2022-01-02,0
258934,US,2022-01-02,0
258935,US,2022-01-02,0
258936,IN,2022-01-02,0
258937,SD,2022-01-02,0
258938,IN,2022-01-02,0
258939,US,2022-01-02,0
258940,DE,2022-01-02,0
258941,SA,2022-01-02,0
258942,NG,2022-01-02,0
258943,IN,2022-01-02,0
258944,VN,2022-01-02,0
258945,IN,2022-01-02,0
258946,US,2022-01-02,0
258947,IN,2022-01-02,0
258948,IN,2022-01-02,0
258949,IN,2022-01-02,0
258950,IN,2022-01-02,0
258951,EG,2022-01-02,0
258952,PL,2022-01-02,0
258953,ID,2022-01-02,0
258954,IQ,2022-01-02,0
258955,AE,2022-01-02,1
258956,IN,2022-01-02,1
258957,ZA,2022-01-02,0
258958,TJ,2022-01-02,0
258959,IN,2022-01-02,0
258960,CN,2022-01-02,0
258961,IN,2022-01-02,0
258962,EG,2022-01-02,0
258963,SA,2022-01-02,0
258964,TR,2022-01-02,0
258965,IN,2022-01-02,0
258966,GB,2022-01-02,0
258967,NL,2022-01-02,0
258968,AE,2022-01-02,0
258969,US,2022-01-02,0
258970,GM,2022-01-02,0
258971,IL,2022-01-02,1
258973,US,2022-01-02,0
258974,SA,2022-01-02,0
258975,US,2022-01-02,0
258976,IN,2022-01-02,0
258977,IN,2022-01-02,0
258978,IN,2022-01-02,0
258979,SA,2022-01-02,0
258980,MX,2022-01-02,1
258981,TR,2022-01-02,0
258982,TH,2022-01-02,0
258983,AE,2022-01-02,0
258984,DE,2022-01-02,1
258985,MX,2022-01-02,0
258986,RU,2022-01-02,0
258987,ES,2022-01-02,0
258988,PK,2022-01-02,0
258989,IN,2022-01-02,0
258990,DE,2022-01-02,0
258991,MA,2022-01-02,0
258992,US,2022-01-02,0
258993,SA,2022-01-02,0
258994,GB,2022-01-02,0
258995,PK,2022-01-02,0
258996,SA,2022-01-02,0
258997,NG,2022-01-02,0
258998,SA,2022-01-02,0
258999,IN,2022-01-02,0
259000,SA,2022-01-02,0
259001,AE,2022-01-02,0
259002,SA,2022-01-02,0
259003,MA,2022-01-02,0
259004,TZ,2022-01-02,0
259005,TR,2022-01-02,0
259006,CA,2022-01-02,0
259007,IN,2022-01-02,0
259008,US,2022-01-02,0
259009,SA,2022-01-02,0
259010,SA,2022-01-02,0
259011,GB,2022-01-02,0
259012,SA,2022-01-02,0
259013,SA,2022-01-02,0
259014,FR,2022-01-02,0
259015,SA,2022-01-02,0
259016,DE,2022-01-02,0
259017,EG,2022-01-02,0
259018,IN,2022-01-02,0
259019,PK,2022-01-02,0
259020,UA,2022-01-02,0
259021,IN,2022-01-02,0
259022,SA,2022-01-02,0
259023,QA,2022-01-02,0
259024,EG,2022-01-02,0
259025,GB,2022-01-02,0
259026,GB,2022-01-02,1
259027,US,2022-01-02,0
259028,SA,2022-01-02,1
259029,MA,2022-01-02,0
259030,EG,2022-01-02,0
259031,IT,2022-01-02,0
259032,MY,2022-01-02,0
259033,EG,2022-01-02,0
259034,NG,2022-01-02,0
259035,IQ,2022-01-02,0
259036,EG,2022-01-02,0
259037,CA,2022-01-02,0
259038,GH,2022-01-02,0
259039,US,2022-01-02,1
259040,EG,2022-01-02,0
259041,CA,2022-01-02,0
259042,EG,2022-01-02,0
259043,CO,2022-01-02,0
259044,MA,2022-01-02,0
259045,AT,2022-01-02,0
259046,PK,2022-01-02,0
259047,CA,2022-01-02,0
259048,FI,2022-01-02,0
259049,CM,2022-01-02,0
259050,RU,2022-01-02,0
259051,US,2022-01-02,0
259052,GT,2022-01-02,0
259053,FR,2022-01-03,0
259054,US,2022-01-03,1
259055,IN,2022-01-03,0
259056,CA,2022-01-03,0
259057,IN,2022-01-03,0
259058,BR,2022-01-03,0
259059,AU,2022-01-03,0
259060,US,2022-01-03,0
259061,MA,2022-01-03,0
259062,US,2022-01-03,0
259063,US,2022-01-03,0
259064,HK,2022-01-03,0
259065,IN,2022-01-03,0
259066,SE,2022-01-03,0
259067,SG,2022-01-03,0
259068,SA,2022-01-03,0
259069,SN,2022-01-03,0
259070,US,2022-01-03,1
259071,GT,2022-01-03,0
259072,SA,2022-01-03,0
259073,HK,2022-01-03,0
259074,IN,2022-01-03,0
259075,IN,2022-01-03,0
259076,EG,2022-01-03,0
259077,IN,2022-01-03,0
259078,SA,2022-01-03,0
259079,IN,2022-01-03,0
259080,NG,2022-01-03,0
259081,ID,2022-01-03,0
259082,IN,2022-01-03,0
259083,TZ,2022-01-03,0
259084,OM,2022-01-03,0
259085,IN,2022-01-03,0
259086,IN,2022-01-03,0
259088,IN,2022-01-03,0
259089,IN,2022-01-03,0
259090,IN,2022-01-03,0
259091,CN,2022-01-03,0
259092,VN,2022-01-03,0
259093,EG,2022-01-03,0
259094,IN,2022-01-03,0
259095,IN,2022-01-03,0
259096,IN,2022-01-03,0
259097,HU,2022-01-03,0
259098,IN,2022-01-03,0
259099,US,2022-01-03,0
259100,LB,2022-01-03,0
259101,AU,2022-01-03,0
259102,PK,2022-01-03,0
259103,IN,2022-01-03,0
259104,MA,2022-01-03,0
259105,KE,2022-01-03,0
259106,GB,2022-01-03,1
259107,BD,2022-01-03,0
259108,IN,2022-01-03,0
259109,DZ,2022-01-03,0
259110,US,2022-01-03,0
259111,IN,2022-01-03,0
259112,IN,2022-01-03,0
259113,MA,2022-01-03,0
259114,SO,2022-01-03,0
259115,NG,2022-01-03,0
259116,BE,2022-01-03,0
259117,BW,2022-01-03,0
259118,ZA,2022-01-03,0
259119,US,2022-01-03,0
259120,IN,2022-01-03,0
259121,IN,2022-01-03,0
259122,NG,2022-01-03,0
259123,IN,2022-01-03,0
259124,DZ,2022-01-03,0
259125,IN,2022-01-03,0
259126,RW,2022-01-03,0
259127,US,2022-01-03,0
259129,IN,2022-01-03,0
259130,US,2022-01-03,0
259131,IL,2022-01-03,0
259132,AZ,2022-01-03,0
259133,RW,2022-01-03,0
259134,SE,2022-01-03,0
259135,US,2022-01-03,0
259136,EG,2022-01-03,0
259137,CA,2022-01-03,0
259138,GH,2022-01-03,0
259139,US,2022-01-03,0
259140,LT,2022-01-03,0
259141,US,2022-01-03,0
259142,US,2022-01-03,0
259143,PK,2022-01-03,0
259144,KZ,2022-01-03,0
259145,AZ,2022-01-03,0
259146,IN,2022-01-03,0
259147,NG,2022-01-03,0
259149,MA,2022-01-03,0
259150,NL,2022-01-03,0
259151,US,2022-01-03,0
259152,TN,2022-01-03,0
259153,NG,2022-01-03,0
259154,NG,2022-01-03,0
259155,US,2022-01-03,0
259156,EG,2022-01-03,0
259157,NL,2022-01-03,0
259158,EG,2022-01-03,0
259159,EG,2022-01-03,0
259160,ZW,2022-01-03,0
259161,US,2022-01-03,0
259162,CR,2022-01-03,0
259163,SA,2022-01-03,0
259164,EG,2022-01-03,0
259165,JM,2022-01-03,0
259166,IN,2022-01-03,0
259167,RW,2022-01-03,0
259168,IN,2022-01-04,0
259169,US,2022-01-04,0
259170,US,2022-01-04,0
259171,US,2022-01-04,1
259172,IN,2022-01-04,0
259173,IN,2022-01-04,0
259174,CA,2022-01-04,1
259175,JP,2022-01-04,0
259176,CA,2022-01-04,0
259177,TT,2022-01-04,0
259178,IN,2022-01-04,0
259180,IN,2022-01-04,0
259181,IN,2022-01-04,0
259182,US,2022-01-04,0
259183,IN,2022-01-04,0
259184,IN,2022-01-04,0
259185,CO,2022-01-04,0
259186,CA,2022-01-04,0
259187,ID,2022-01-04,0
259188,IN,2022-01-04,0
259189,IN,2022-01-04,0
259190,US,2022-01-04,1
259191,AR,2022-01-04,0
259192,ES,2022-01-04,0
259193,IN,2022-01-04,0
259194,EG,2022-01-04,0
259195,PK,2022-01-04,0
259196,CA,2022-01-04,0
259198,IN,2022-01-04,0
259199,IN,2022-01-04,0
259200,IN,2022-01-04,0
259201,IN,2022-01-04,0
259202,TR,2022-01-04,0
259203,NG,2022-01-04,0
259204,EG,2022-01-04,0
259205,PK,2022-01-04,0
259206,IN,2022-01-04,0
259207,IN,2022-01-04,0
259208,NG,2022-01-04,0
259209,ES,2022-01-04,1
259210,CA,2022-01-04,0
259211,PH,2022-01-04,0
259212,US,2022-01-04,0
259213,AU,2022-01-04,0
259214,VN,2022-01-04,0
259215,ZA,2022-01-04,0
259216,NG,2022-01-04,0
259217,IN,2022-01-04,0
259218,IN,2022-01-04,0
259219,IN,2022-01-04,0
259220,EG,2022-01-04,0
259221,GB,2022-01-04,0
259222,IN,2022-01-04,0
259223,BD,2022-01-04,0
259224,IQ,2022-01-04,0
259225,KE,2022-01-04,0
259226,MU,2022-01-04,0
259227,IN,2022-01-04,0
259228,TN,2022-01-04,0
259229,IN,2022-01-04,0
259230,KZ,2022-01-04,0
259231,US,2022-01-04,0
259232,SK,2022-01-04,0
259233,NZ,2022-01-04,0
259234,EG,2022-01-04,0
259235,IN,2022-01-04,0
259236,US,2022-01-04,0
259237,IN,2022-01-04,0
259238,IL,2022-01-04,0
259239,BD,2022-01-04,0
259240,SG,2022-01-04,0
259241,IN,2022-01-04,0
259242,AR,2022-01-04,0
259243,IN,2022-01-04,0
259244,EG,2022-01-04,0
259245,IN,2022-01-04,0
259246,US,2022-01-04,0
259247,AE,2022-01-04,0
259248,EG,2022-01-04,0
259249,CY,2022-01-04,0
259250,IN,2022-01-04,0
259251,FR,2022-01-04,0
259252,BB,2022-01-04,0
259253,IN,2022-01-04,0
259254,EG,2022-01-04,0
259255,VN,2022-01-04,0
259256,IN,2022-01-04,0
259257,IN,2022-01-04,0
259258,US,2022-01-04,1
259259,EG,2022-01-04,0
259260,GB,2022-01-04,1
259261,NL,2022-01-04,0
259262,US,2022-01-04,1
259263,NG,2022-01-04,0
259264,NO,2022-01-04,0
259265,IN,2022-01-04,0
259266,EG,2022-01-04,0
259267,GB,2022-01-04,0
259268,SE,2022-01-04,1
259269,UZ,2022-01-04,0
259270,IN,2022-01-04,0
259271,NL,2022-01-04,0
259272,AR,2022-01-04,0
259273,US,2022-01-04,1
259274,US,2022-01-04,0
259275,BR,2022-01-04,0
259276,US,2022-01-04,0
259277,IE,2022-01-04,0
259278,SA,2022-01-04,0
259279,NG,2022-01-04,0
259280,IN,2022-01-04,0
259282,IE,2022-01-04,0
259283,AU,2022-01-04,1
259284,ID,2022-01-04,0
259285,US,2022-01-04,0
259286,IN,2022-01-04,0
259287,US,2022-01-04,0
259288,US,2022-01-04,0
259289,IN,2022-01-04,0
259290,GB,2022-01-04,0
259291,AE,2022-01-04,0
259292,AR,2022-01-04,0
259293,CA,2022-01-04,0
259294,US,2022-01-04,0
259295,US,2022-01-04,0
259296,US,2022-01-05,0
259297,UZ,2022-01-05,0
259298,NG,2022-01-05,0
259299,US,2022-01-05,0
259300,CA,2022-01-05,1
259301,AR,2022-01-05,0
259302,EG,2022-01-05,0
259303,HN,2022-01-05,0
259304,EG,2022-01-05,0
259305,GB,2022-01-05,1
259306,SG,2022-01-05,0
259307,AU,2022-01-05,0
259308,KE,2022-01-05,0
259309,JP,2022-01-05,0
259310,CA,2022-01-05,0
259311,US,2022-01-05,0
259312,IN,2022-01-05,0
259313,EG,2022-01-05,0
259314,AM,2022-01-05,0
259315,MY,2022-01-05,0
259316,US,2022-01-05,0
259317,KE,2022-01-05,0
259318,US,2022-01-05,0
259319,KR,2022-01-05,0
259320,US,2022-01-05,0
259321,IN,2022-01-05,0
259322,PK,2022-01-05,0
259323,KE,2022-01-05,0
259324,CA,2022-01-05,0
259325,IN,2022-01-05,0
259326,IN,2022-01-05,0
259327,IL,2022-01-05,0
259328,BD,2022-01-05,0
259329,IN,2022-01-05,0
259330,QA,2022-01-05,0
259331,IN,2022-01-05,0
259332,EG,2022-01-05,0
259333,NL,2022-01-05,0
259334,NZ,2022-01-05,0
259335,EG,2022-01-05,0
259336,EG,2022-01-05,0
259337,IN,2022-01-05,0
259338,EG,2022-01-05,0
259339,IN,2022-01-05,0
259340,IN,2022-01-05,0
259341,US,2022-01-05,0
259342,IL,2022-01-05,0
259343,NG,2022-01-05,0
259344,US,2022-01-05,0
259345,CI,2022-01-05,0
259346,AU,2022-01-05,0
259347,SG,2022-01-05,0
259348,SA,2022-01-05,0
259349,IN,2022-01-05,0
259350,MY,2022-01-05,0
259351,IN,2022-01-05,0
259352,ZA,2022-01-05,0
259353,SA,2022-01-05,0
259354,US,2022-01-05,0
259355,EG,2022-01-05,0
259356,IT,2022-01-05,0
259357,ID,2022-01-05,0
259358,DZ,2022-01-05,0
259359,TR,2022-01-05,0
259360,JP,2022-01-05,0
259361,DE,2022-01-05,1
259362,DZ,2022-01-05,0
259363,IN,2022-01-05,0
259364,MZ,2022-01-05,0
259365,IN,2022-01-05,0
259366,IN,2022-01-05,0
259367,IN,2022-01-05,0
259369,IN,2022-01-05,0
259370,BR,2022-01-05,0
259371,IN,2022-01-05,0
259372,PK,2022-01-05,0
259373,IN,2022-01-05,0
259374,SA,2022-01-05,0
259375,VN,2022-01-05,0
259376,AR,2022-01-05,0
259377,GB,2022-01-05,0
259378,US,2022-01-05,0
259379,PL,2022-01-05,0
259380,SA,2022-01-05,0
259381,FR,2022-01-05,0
259382,IN,2022-01-05,0
259383,US,2022-01-05,0
259384,NG,2022-01-05,0
259385,US,2022-01-05,0
259386,JP,2022-01-05,0
259387,EG,2022-01-05,0
259388,BD,2022-01-05,0
259389,NG,2022-01-05,0
259390,VN,2022-01-05,0
259391,BW,2022-01-05,0
259392,NG,2022-01-05,0
259393,ET,2022-01-05,0
259394,IT,2022-01-05,0
259395,US,2022-01-05,0
259396,IN,2022-01-05,0
259397,IN,2022-01-05,0
259398,US,2022-01-05,0
259399,US,2022-01-05,0
259400,EG,2022-01-05,0
259401,US,2022-01-05,0
259402,EG,2022-01-05,0
259403,DZ,2022-01-05,0
259404,PT,2022-01-05,0
259405,IN,2022-01-05,0
259406,US,2022-01-05,0
259407,US,2022-01-05,0
259408,IN,2022-01-05,1
259409,FR,2022-01-05,0
259410,US,2022-01-05,0
259411,GB,2022-01-05,0
259412,US,2022-01-05,0
259413,ZA,2022-01-05,0
259414,IT,2022-01-05,0
259416,NZ,2022-01-05,0
259417,NG,2022-01-05,0
259418,EG,2022-01-05,0
259419,US,2022-01-05,0
259420,US,2022-01-06,0
259421,US,2022-01-06,0
259422,IN,2022-01-06,0
259423,US,2022-01-06,0
259424,CO,2022-01-06,0
259425,IN,2022-01-06,0
259426,CA,2022-01-06,0
259427,AE,2022-01-06,0
259428,NP,2022-01-06,0
259429,KR,2022-01-06,1
259430,CA,2022-01-06,0
259431,US,2022-01-06,0
259432,CR,2022-01-06,0
259433,ID,2022-01-06,0
259434,NP,2022-01-06,0
259435,AU,2022-01-06,0
259436,IN,2022-01-06,0
259437,GB,2022-01-06,1
259438,HK,2022-01-06,0
259439,PR,2022-01-06,0
259440,ID,2022-01-06,0
259441,US,2022-01-06,0
259442,CA,2022-01-06,0
259443,AU,2022-01-06,0
259444,MY,2022-01-06,0
259445,US,2022-01-06,0
259446,US,2022-01-06,0
259447,JP,2022-01-06,1
259448,IN,2022-01-06,0
259449,IN,2022-01-06,0
259450,BY,2022-01-06,0
259451,IN,2022-01-06,0
259452,NG,2022-01-06,0
259453,AZ,2022-01-06,0
259454,IN,2022-01-06,0
259456,VN,2022-01-06,0
259457,KH,2022-01-06,0
259458,US,2022-01-06,0
259459,IN,2022-01-06,0
259460,IN,2022-01-06,0
259461,AE,2022-01-06,0
259462,NP,2022-01-06,0
259463,EG,2022-01-06,0
259464,KE,2022-01-06,1
259465,IN,2022-01-06,0
259466,TH,2022-01-06,0
259467,IN,2022-01-06,0
259468,EG,2022-01-06,0
259469,BR,2022-01-06,0
259470,TH,2022-01-06,0
259471,IN,2022-01-06,0
259472,IN,2022-01-06,0
259473,GB,2022-01-06,1
259474,IE,2022-01-06,0
259475,SN,2022-01-06,0
259476,NL,2022-01-06,1
259477,TN,2022-01-06,0
259478,SA,2022-01-06,0
259479,SN,2022-01-06,0
259480,IN,2022-01-06,0
259481,IN,2022-01-06,0
259482,NL,2022-01-06,0
259483,BD,2022-01-06,1
259484,IN,2022-01-06,0
259485,IL,2022-01-06,0
259486,CA,2022-01-06,1
259487,GB,2022-01-06,0
259488,PL,2022-01-06,0
259489,IN,2022-01-06,0
259490,BR,2022-01-06,0
259491,IN,2022-01-06,1
259492,NG,2022-01-06,0
259494,AE,2022-01-06,1
259495,RU,2022-01-06,0
259496,CN,2022-01-06,0
259497,SO,2022-01-06,0
259498,DZ,2022-01-06,0
259499,IN,2022-01-06,0
259500,TN,2022-01-06,0
259501,IN,2022-01-06,0
259502,US,2022-01-06,0
259503,VN,2022-01-06,0
259504,DE,2022-01-06,1
259505,IN,2022-01-06,0
259506,CA,2022-01-06,1
259507,IN,2022-01-06,0
259508,CA,2022-01-06,0
259509,IN,2022-01-06,0
259510,US,2022-01-06,1
259511,EG,2022-01-06,0
259512,IN,2022-01-06,0
259513,TN,2022-01-06,0
259514,US,2022-01-06,0
259515,US,2022-01-06,0
259516,DE,2022-01-06,0
259517,CO,2022-01-06,0
259518,GB,2022-01-06,0
259519,IN,2022-01-06,0
259520,DZ,2022-01-06,0
259521,BR,2022-01-06,0
259522,EG,2022-01-06,0
259523,US,2022-01-06,1
259524,US,2022-01-06,1
259525,SD,2022-01-06,0
259526,EG,2022-01-06,0
259527,BR,2022-01-06,0
259528,PK,2022-01-06,0
259529,TR,2022-01-06,0
259530,EG,2022-01-06,0
259531,EG,2022-01-06,0
259532,US,2022-01-06,0
259533,US,2022-01-06,1
259534,US,2022-01-06,1
259535,DE,2022-01-06,0
259536,EG,2022-01-06,0
259537,IT,2022-01-06,0
259538,US,2022-01-06,0
259539,PL,2022-01-06,0
259540,GB,2022-01-07,0
259541,US,2022-01-07,0
259542,MY,2022-01-07,0
259543,ZW,2022-01-07,0
259544,EG,2022-01-07,0
259545,CA,2022-01-07,0
259546,CA,2022-01-07,0
259547,IN,2022-01-07,0
259548,US,2022-01-07,0
259549,AU,2022-01-07,1
259550,IN,2022-01-07,0
259552,UZ,2022-01-07,0
259553,KE,2022-01-07,0
259554,NG,2022-01-07,0
259555,NG,2022-01-07,0
259556,IN,2022-01-07,0
259557,IN,2022-01-07,0
259558,GB,2022-01-07,0
259559,NP,2022-01-07,0
259560,TG,2022-01-07,0
259561,NL,2022-01-07,0
259562,IN,2022-01-07,0
259563,TH,2022-01-07,0
259564,IN,2022-01-07,0
259565,DE,2022-01-07,0
259566,IN,2022-01-07,0
259567,EG,2022-01-07,0
259568,US,2022-01-07,0
259569,PT,2022-01-07,0
259570,UZ,2022-01-07,0
259571,IN,2022-01-07,0
259572,NG,2022-01-07,0
259573,BD,2022-01-07,0
259574,KE,2022-01-07,0
259575,IN,2022-01-07,0
259576,PK,2022-01-07,0
259577,KE,2022-01-07,0
259578,NG,2022-01-07,0
259579,EG,2022-01-07,0
259580,BE,2022-01-07,0
259581,IN,2022-01-07,0
259582,PE,2022-01-07,0
259583,AF,2022-01-07,0
259584,EG,2022-01-07,0
259585,EG,2022-01-07,0
259586,GE,2022-01-07,0
259587,TR,2022-01-07,0
259588,EG,2022-01-07,0
259589,GB,2022-01-07,0
259590,VN,2022-01-07,0
259591,EG,2022-01-07,0
259592,DE,2022-01-07,0
259593,EG,2022-01-07,0
259594,US,2022-01-07,0
259595,EG,2022-01-07,0
259596,IN,2022-01-07,0
259598,EG,2022-01-07,0
259599,IN,2022-01-07,0
259600,EG,2022-01-07,0
259601,IN,2022-01-07,0
259602,IN,2022-01-07,0
259603,ID,2022-01-07,0
259604,SA,2022-01-07,0
259605,IN,2022-01-07,0
259606,EG,2022-01-07,0
259607,JP,2022-01-07,0
259608,BR,2022-01-07,0
259609,SA,2022-01-07,0
259610,IL,2022-01-07,0
259611,IN,2022-01-07,0
259612,EG,2022-01-07,0
259613,US,2022-01-07,0
259614,US,2022-01-07,1
259615,SA,2022-01-07,0
259616,EG,2022-01-07,0
259617,MA,2022-01-07,0
259618,DZ,2022-01-07,0
259619,UA,2022-01-07,0
259620,IN,2022-01-07,0
259621,IN,2022-01-07,0
259622,IN,2022-01-07,0
259623,CA,2022-01-07,0
259624,IN,2022-01-07,0
259625,EG,2022-01-07,0
259626,PK,2022-01-07,0
259627,EG,2022-01-07,0
259628,SA,2022-01-07,0
259629,EG,2022-01-07,0
259630,AZ,2022-01-07,0
259631,DE,2022-01-07,0
259632,TN,2022-01-07,0
259633,IN,2022-01-07,0
259634,SN,2022-01-07,0
259635,US,2022-01-07,1
259636,GB,2022-01-07,0
259637,PT,2022-01-07,0
259638,US,2022-01-07,0
259639,EG,2022-01-07,0
259640,US,2022-01-07,0
259641,IN,2022-01-07,0
259642,US,2022-01-07,0
259643,DZ,2022-01-07,0
259644,PK,2022-01-07,0
259645,DJ,2022-01-07,0
259646,US,2022-01-07,0
259647,US,2022-01-07,0
259648,EG,2022-01-07,0
259649,US,2022-01-07,0
259650,AR,2022-01-07,0
259651,FR,2022-01-07,0
259652,US,2022-01-07,0
259653,AZ,2022-01-07,0
259654,BE,2022-01-07,0
259655,SA,2022-01-07,0
259656,LB,2022-01-07,0
259657,GH,2022-01-07,1
259659,EG,2022-01-08,0
259660,EG,2022-01-08,0
259661,DJ,2022-01-08,0
259662,GH,2022-01-08,0
259663,IN,2022-01-08,0
259664,US,2022-01-08,1
259665,US,2022-01-08,0
259666,VN,2022-01-08,0
259667,SD,2022-01-08,0
259668,IN,2022-01-08,0
259669,EG,2022-01-08,0
259670,IN,2022-01-08,0
259671,IN,2022-01-08,0
259672,IN,2022-01-08,0
259673,IN,2022-01-08,0
259674,IN,2022-01-08,0
259675,JO,2022-01-08,0
259676,US,2022-01-08,0
259677,TH,2022-01-08,0
259678,US,2022-01-08,0
259679,SA,2022-01-08,0
259680,IN,2022-01-08,0
259681,IN,2022-01-08,0
259682,AU,2022-01-08,0
259683,GB,2022-01-08,0
259684,AU,2022-01-08,1
259685,NL,2022-01-08,0
259686,TH,2022-01-08,0
259687,MY,2022-01-08,0
259688,IN,2022-01-08,0
259689,SA,2022-01-08,1
259690,IN,2022-01-08,0
259691,SA,2022-01-08,0
259692,IN,2022-01-08,0
259693,EG,2022-01-08,0
259694,IN,2022-01-08,0
259695,EG,2022-01-08,0
259696,CI,2022-01-08,0
259697,GH,2022-01-08,0
259698,IN,2022-01-08,0
259699,IN,2022-01-08,0
259700,IN,2022-01-08,0
259702,DE,2022-01-08,1
259703,VN,2022-01-08,0
259704,DE,2022-01-08,0
259705,NG,2022-01-08,0
259706,NG,2022-01-08,0
259707,IN,2022-01-08,0
259708,EG,2022-01-08,0
259709,NG,2022-01-08,0
259710,US,2022-01-08,0
259711,EG,2022-01-08,0
259712,EG,2022-01-08,0
259715,IN,2022-01-08,0
259716,EG,2022-01-08,0
259717,IN,2022-01-08,0
259718,IN,2022-01-08,0
259719,VN,2022-01-08,0
259720,IN,2022-01-08,0
259721,EG,2022-01-08,0
259722,KE,2022-01-08,0
259723,EE,2022-01-08,0
259724,CA,2022-01-08,0
259725,GB,2022-01-08,0
259726,TN,2022-01-08,0
259727,GB,2022-01-08,1
259728,US,2022-01-08,0
259729,SL,2022-01-08,0
259730,EG,2022-01-08,0
259731,EG,2022-01-08,1
259732,NG,2022-01-08,0
259733,GH,2022-01-08,0
259734,IN,2022-01-08,0
259735,IN,2022-01-08,0
259736,EG,2022-01-08,0
259737,IN,2022-01-08,0
259738,MX,2022-01-08,0
259739,GB,2022-01-08,0
259740,SA,2022-01-08,0
259741,IN,2022-01-08,0
259742,TN,2022-01-08,0
259743,DZ,2022-01-08,0
259744,DE,2022-01-08,0
259745,US,2022-01-08,0
259746,EG,2022-01-08,0
259747,US,2022-01-08,0
259748,SA,2022-01-08,0
259749,US,2022-01-08,0
259750,CA,2022-01-08,0
259751,PL,2022-01-08,0
259752,GB,2022-01-08,0
259753,EG,2022-01-08,0
259754,EG,2022-01-08,0
259755,NG,2022-01-08,0
