student_id,last_date_engaged,days_in_row,student_type_id
259019,2022-08-26,2,0
259019,2022-08-31,2,0
259024,2022-01-03,2,0
259026,2022-01-06,5,1
259026,2022-01-18,2,1
259026,2022-03-09,2,1
259026,2022-03-14,2,1
259026,2022-04-13,4,1
259026,2022-04-18,4,1
259028,2022-01-05,4,1
259028,2022-01-26,2,1
259039,2022-01-06,5,1
259039,2022-01-14,2,1
259039,2022-01-17,2,1
259039,2022-01-28,2,1
259042,2022-08-18,2,0
259042,2022-08-21,2,0
259043,2022-01-03,2,0
259047,2022-01-03,2,0
259070,2022-01-16,2,1
259070,2022-01-19,2,1
259070,2022-02-10,2,1
259070,2022-02-21,2,1
259070,2022-02-26,2,1
259070,2022-03-31,2,1
259071,2022-01-04,2,0
259088,2022-01-06,5,0
259105,2022-01-18,3,0
259105,2022-01-25,2,0
259106,2022-01-11,9,1
259106,2022-01-26,14,1
259106,2022-02-01,3,1
259106,2022-02-10,6,1
259106,2022-02-21,2,1
259106,2022-02-28,4,1
259106,2022-03-07,6,1
259106,2022-03-10,2,1
259106,2022-03-17,2,1
259106,2022-03-22,4,1
259106,2022-03-25,2,1
259106,2022-04-01,5,1
259106,2022-04-06,4,1
259106,2022-04-12,4,1
259106,2022-04-15,2,1
259110,2022-01-08,2,0
259118,2022-01-11,2,0
259123,2022-04-15,2,0
259143,2022-01-06,2,0
259155,2022-01-05,3,0
259155,2022-01-13,4,0
259167,2022-01-04,2,0
259171,2022-01-05,2,0
259171,2022-02-04,2,1
259174,2022-01-10,7,1
259174,2022-02-09,24,1
259174,2022-02-19,9,1
259174,2022-03-04,3,1
259174,2022-03-13,2,1
259174,2022-03-27,13,1
259174,2022-04-01,4,1
259174,2022-04-05,2,1
259174,2022-04-12,3,1
259174,2022-08-16,28,1
259178,2022-01-06,2,0
259198,2022-01-06,3,0
259198,2022-02-05,2,0
259203,2022-01-05,2,0
259205,2022-01-05,2,0
259209,2022-01-05,2,1
259210,2022-01-05,2,0
259211,2022-01-09,2,0
259239,2022-01-05,2,0
259240,2022-01-07,2,0
259247,2022-01-09,2,0
259254,2022-08-18,3,0
259258,2022-01-07,4,1
259258,2022-01-20,11,1
259258,2022-01-26,5,1
259258,2022-03-10,2,1
259258,2022-03-18,7,1
259258,2022-05-05,2,1
259258,2022-07-26,2,1
259260,2022-01-05,2,0
259262,2022-01-19,2,1
259262,2022-02-15,2,1
259262,2022-02-23,6,1
259262,2022-02-26,2,1
259262,2022-03-07,3,1
259262,2022-03-20,2,1
259262,2022-05-21,2,1
259262,2022-05-28,2,1
259262,2022-06-22,2,1
259262,2022-06-26,2,1
259262,2022-07-04,3,1
259264,2022-01-06,2,0
259268,2022-01-09,5,1
259268,2022-01-13,3,1
259268,2022-01-23,8,1
259268,2022-01-29,2,1
259268,2022-02-03,2,1
259269,2022-01-05,2,0
259283,2022-01-05,2,0
259283,2022-01-15,9,1
259283,2022-01-26,8,1
259283,2022-02-02,4,1
259283,2022-02-09,4,1
259283,2022-02-13,3,1
259283,2022-02-20,3,1
259283,2022-02-26,2,1
259283,2022-03-07,3,1
259283,2022-03-19,3,1
259283,2022-03-26,2,1
259283,2022-03-31,2,1
259283,2022-04-03,2,1
259283,2022-04-07,3,1
259283,2022-04-14,5,1
259283,2022-04-17,2,1
259283,2022-05-01,8,1
259283,2022-05-20,5,1
259283,2022-06-06,2,1
259283,2022-06-15,2,1
259283,2022-07-09,10,1
259283,2022-07-15,2,1
259284,2022-01-06,3,0
259297,2022-01-09,5,0
259300,2022-01-12,3,0
259300,2022-01-29,2,1
259300,2022-05-11,2,1
259300,2022-05-31,2,1
259300,2022-06-08,2,1
259305,2022-01-07,3,1
259305,2022-01-11,2,1
259305,2022-01-20,2,1
259305,2022-02-16,3,1
259305,2022-02-22,3,1
259317,2022-01-07,3,0
259328,2022-01-06,2,0
259350,2022-08-17,4,0
259354,2022-01-06,2,0
259361,2022-09-15,2,1
259364,2022-01-12,2,0
259366,2022-01-06,2,0
259378,2022-01-06,2,0
259383,2022-05-19,2,0
259393,2022-01-22,2,0
259393,2022-02-09,3,0
259398,2022-01-06,2,0
259398,2022-01-21,2,0
259401,2022-01-06,2,0
259408,2022-01-07,2,1
259418,2022-05-31,2,0
259427,2022-01-11,6,0
259427,2022-01-15,3,0
259429,2022-01-22,6,1
259429,2022-01-27,4,1
259429,2022-02-03,2,1
259429,2022-02-11,3,1
259429,2022-02-15,3,1
259429,2022-03-12,6,1
259429,2022-03-17,2,1
259429,2022-04-03,15,1
259429,2022-04-08,4,1
259429,2022-04-11,2,1
259429,2022-04-17,2,1
259429,2022-04-21,3,1
259429,2022-04-24,2,1
259429,2022-05-03,3,1
259437,2022-01-24,2,1
259447,2022-01-08,3,1
259454,2022-07-08,2,0
259454,2022-07-21,2,0
259460,2022-07-08,2,0
259462,2022-01-07,2,0
259474,2022-02-03,3,0
259474,2022-02-10,4,0
259476,2022-01-13,5,1
259478,2022-01-07,2,0
259482,2022-01-12,5,0
259483,2022-01-13,3,0
259483,2022-01-22,2,1
259486,2022-07-21,2,1
259487,2022-01-07,2,0
259491,2022-05-10,2,1
259494,2022-01-24,2,1
259494,2022-01-30,2,1
259494,2022-02-10,2,1
259494,2022-03-13,2,1
259494,2022-03-20,2,1
259503,2022-01-07,2,0
259504,2022-01-13,5,1
259504,2022-01-18,4,1
259504,2022-01-28,5,1
259504,2022-04-05,5,1
259504,2022-04-24,15,1
259504,2022-06-15,2,1
259504,2022-06-18,2,1
259504,2022-06-22,3,1
259504,2022-06-29,2,1
259506,2022-01-07,2,0
259506,2022-01-15,4,1
259506,2022-03-01,6,1
259510,2022-01-14,9,1
259518,2022-01-07,2,0
259518,2022-08-18,2,0
259519,2022-01-08,3,0
259523,2022-01-25,2,1
259523,2022-02-24,2,1
259524,2022-01-07,2,0
259524,2022-01-30,5,1
259524,2022-02-07,7,1
259524,2022-02-13,4,1
259524,2022-02-18,4,1
259524,2022-02-22,2,1
259524,2022-03-05,2,1
259524,2022-03-15,6,1
259524,2022-06-01,2,1
259524,2022-07-23,3,1
259524,2022-07-26,2,1
259533,2022-01-08,2,0
259533,2022-03-29,4,1
259533,2022-05-13,4,1
259533,2022-08-09,3,1
259533,2022-08-26,3,1
259533,2022-09-05,3,1
259549,2022-01-26,2,1
259549,2022-02-09,4,1
259568,2022-09-15,2,0
259581,2022-01-08,2,0
259590,2022-01-09,3,0
259601,2022-01-10,2,0
259614,2022-01-11,5,1
259614,2022-01-14,2,1
259614,2022-01-19,2,1
259620,2022-02-01,2,0
259622,2022-01-08,2,0
259624,2022-01-08,2,0
259634,2022-01-08,2,0
259635,2022-01-08,2,1
259640,2022-01-08,2,0
259652,2022-01-08,2,0
259654,2022-01-08,2,0
259654,2022-01-11,2,0
259654,2022-02-08,4,0
259655,2022-01-08,2,0
259657,2022-01-09,3,1
259657,2022-01-18,7,1
259657,2022-01-21,2,1
259657,2022-01-28,3,1
259657,2022-02-03,2,1
259657,2022-02-21,2,1
259657,2022-03-01,5,1
259657,2022-03-08,4,1
259657,2022-03-13,4,1
259657,2022-03-27,2,1
259657,2022-04-02,4,1
259657,2022-04-13,6,1
259657,2022-05-10,4,1
259657,2022-06-26,2,1
259657,2022-07-31,2,1
259664,2022-01-11,2,1
259684,2022-02-03,2,1
259684,2022-02-15,2,1
259684,2022-02-19,2,1
259684,2022-02-22,2,1
259689,2022-01-12,2,1
259695,2022-01-09,2,0
259702,2022-01-09,2,1
259702,2022-08-10,2,1
259702,2022-08-16,4,1
259704,2022-08-16,2,0
259706,2022-01-10,3,0
259711,2022-01-14,2,0
259715,2022-01-10,3,0
259715,2022-06-16,2,0
259727,2022-01-09,2,1
259727,2022-03-01,3,1
259727,2022-03-20,3,1
259730,2022-01-11,3,0
259731,2022-01-25,3,1
259731,2022-03-09,3,0
259739,2022-01-10,3,0
259744,2022-01-09,2,0
259745,2022-01-09,2,0
259756,2022-01-09,2,0
259756,2022-01-26,3,0
259756,2022-02-01,2,0
259761,2022-01-18,2,0
259761,2022-08-18,4,0
259767,2022-01-10,2,1
259767,2022-01-28,13,1
259767,2022-02-12,13,1
259767,2022-02-16,3,1
259767,2022-02-21,4,1
259767,2022-03-05,5,1
259767,2022-03-10,4,1
259767,2022-04-13,12,1
259767,2022-04-23,9,1
259767,2022-04-30,6,1
259767,2022-05-21,2,1
259767,2022-05-25,3,1
259767,2022-06-08,3,1
259767,2022-06-15,2,1
259767,2022-06-19,3,1
259767,2022-06-25,5,1
259767,2022-07-11,2,1
259767,2022-07-31,7,1
259767,2022-10-14,2,1
259777,2022-01-15,7,1
259777,2022-01-18,2,1
259777,2022-04-17,2,1
259781,2022-02-04,3,1
259781,2022-03-16,2,1
259795,2022-01-10,2,0
259804,2022-01-19,2,0
259815,2022-01-10,2,0
259817,2022-01-11,3,0
259819,2022-01-28,2,0
259843,2022-01-11,3,0
259846,2022-10-09,2,1
259855,2022-01-12,3,0
259859,2022-02-11,3,0
259860,2022-01-14,6,1
259860,2022-02-06,2,1
259860,2022-02-17,7,1
259860,2022-02-27,3,1
259860,2022-03-09,3,1
259860,2022-03-17,2,1
259860,2022-03-21,3,1
259860,2022-04-02,2,1
259860,2022-04-06,2,1
259860,2022-04-11,3,1
259860,2022-04-17,2,1
259860,2022-04-25,7,1
259860,2022-05-30,2,1
259860,2022-06-08,3,1
259860,2022-06-14,5,1
259860,2022-09-12,2,1
259860,2022-10-12,3,1
259860,2022-10-20,2,1
259865,2022-01-17,8,1
259865,2022-01-25,2,1
259865,2022-01-31,4,1
259865,2022-02-10,7,0
259865,2022-02-28,2,1
259865,2022-03-10,3,1
259870,2022-02-02,2,1
259870,2022-03-11,4,1
259870,2022-05-26,5,1
259870,2022-05-31,3,1
259870,2022-06-05,4,1
259870,2022-06-09,2,1
259870,2022-07-30,3,1
259872,2022-01-11,2,0
259878,2022-01-11,2,0
259884,2022-04-02,3,0
259884,2022-04-07,2,1
259884,2022-04-11,3,1
259884,2022-04-20,3,1
259884,2022-04-24,2,1
259884,2022-05-09,2,1
259884,2022-05-19,5,1
259884,2022-05-27,2,1
259884,2022-06-12,2,1
259884,2022-07-15,2,1
259890,2022-01-11,2,0
259892,2022-01-11,2,0
259902,2022-01-12,3,0
259902,2022-01-17,2,0
259923,2022-01-11,2,0
259938,2022-01-12,3,1
259938,2022-01-26,12,1
259938,2022-02-04,5,1
259938,2022-02-10,5,1
259952,2022-01-22,2,1
259952,2022-01-27,4,1
259952,2022-04-01,3,1
259952,2022-04-21,4,1
259952,2022-04-24,2,1
259952,2022-06-08,2,1
259952,2022-06-11,2,1
259953,2022-01-21,12,1
259953,2022-02-11,3,1
259953,2022-02-19,3,1
259953,2022-02-27,2,1
259957,2022-01-11,2,0
259959,2022-01-16,6,1
259959,2022-01-29,8,1
259959,2022-02-03,2,1
259959,2022-02-08,4,1
259959,2022-02-16,4,1
259959,2022-02-20,3,1
259959,2022-05-04,2,1
259959,2022-05-09,2,1
259959,2022-05-26,2,1
259959,2022-06-10,5,1
259959,2022-06-14,3,1
259965,2022-01-13,3,1
259969,2022-01-12,3,1
259969,2022-02-02,3,1
259969,2022-02-07,3,1
259973,2022-01-13,3,1
259976,2022-01-12,2,0
259981,2022-08-16,2,0
259983,2022-01-12,2,0
259983,2022-07-18,2,0
259996,2022-01-20,10,1
259996,2022-01-27,4,1
259996,2022-02-10,2,1
259996,2022-02-19,2,1
259996,2022-02-23,2,1
259996,2022-03-23,2,1
259996,2022-05-17,2,1
259996,2022-05-26,4,1
259996,2022-06-01,2,1
259996,2022-06-08,3,1
259996,2022-06-16,2,1
259996,2022-06-22,2,1
259996,2022-07-25,2,1
260001,2022-01-12,2,0
260015,2022-01-16,4,0
260024,2022-03-09,2,1
260024,2022-03-14,4,1
260029,2022-01-13,3,1
260029,2022-01-22,7,1
260029,2022-01-26,3,1
260031,2022-01-12,2,0
260032,2022-01-15,4,0
260033,2022-01-18,2,1
260038,2022-03-29,3,0
260042,2022-01-16,2,0
260042,2022-02-04,2,0
260042,2022-03-10,4,1
260042,2022-03-19,5,1
260042,2022-03-27,6,1
260042,2022-04-01,3,1
260042,2022-04-07,4,1
260042,2022-04-12,4,1
260042,2022-04-19,6,1
260042,2022-05-03,11,1
260042,2022-05-13,2,1
260042,2022-05-18,2,1
260042,2022-06-08,2,1
260042,2022-06-11,2,1
260042,2022-06-17,4,1
260060,2022-01-13,3,0
260062,2022-01-20,4,0
260062,2022-01-25,2,0
260070,2022-01-21,2,0
260076,2022-01-12,2,0
260092,2022-01-13,2,0
260111,2022-01-17,6,1
260111,2022-01-25,2,1
260111,2022-03-23,2,1
260111,2022-04-07,3,1
260111,2022-04-10,2,1
260111,2022-07-24,2,1
260116,2022-01-13,2,0
260117,2022-01-13,2,0
260126,2022-01-14,3,1
260126,2022-01-22,6,1
260126,2022-01-28,5,1
260126,2022-02-03,4,1
260126,2022-02-10,4,1
260130,2022-01-14,3,0
260132,2022-01-13,2,1
260132,2022-01-26,7,1
260132,2022-05-19,2,1
260132,2022-06-01,2,1
260132,2022-07-03,3,1
260159,2022-01-13,2,0
260159,2022-02-03,4,0
260160,2022-01-26,3,0
260162,2022-01-13,2,0
260164,2022-01-14,3,1
260164,2022-01-27,2,1
260165,2022-01-13,2,0
260168,2022-01-14,3,1
260168,2022-01-27,3,1
260168,2022-02-09,3,1
260168,2022-02-13,3,1
260168,2022-02-17,2,1
260168,2022-02-21,2,1
260168,2022-03-09,2,1
260168,2022-03-14,3,1
260168,2022-03-20,2,1
260168,2022-03-26,3,1
260168,2022-04-07,4,1
260168,2022-04-19,2,1
260168,2022-04-29,4,1
260168,2022-05-05,3,1
260168,2022-05-20,2,1
260168,2022-06-21,3,1
260168,2022-06-29,2,1
260173,2022-01-15,4,1
260173,2022-01-19,3,1
260173,2022-01-28,5,1
260173,2022-02-05,4,1
260173,2022-02-09,3,1
260173,2022-02-12,2,1
260173,2022-02-16,3,1
260173,2022-02-21,4,1
260173,2022-02-26,4,1
260173,2022-03-02,3,1
260173,2022-03-05,2,1
260173,2022-03-09,3,1
260173,2022-03-16,3,1
260173,2022-03-19,2,1
260173,2022-03-23,3,1
260173,2022-04-30,6,1
260173,2022-05-04,3,1
260173,2022-05-26,4,1
260173,2022-06-02,3,1
260173,2022-06-08,4,1
260173,2022-06-14,2,1
260173,2022-06-28,2,1
260173,2022-07-02,3,1
260173,2022-07-07,3,1
260173,2022-07-18,8,1
260173,2022-07-22,2,1
260173,2022-07-28,3,1
260173,2022-08-26,2,1
260173,2022-10-10,8,1
260173,2022-10-14,2,1
260181,2022-01-17,2,1
260183,2022-02-09,3,0
260190,2022-02-13,3,0
260192,2022-01-14,3,1
260192,2022-05-05,4,1
260192,2022-05-28,4,1
260192,2022-05-31,2,1
260192,2022-06-06,2,1
260192,2022-06-12,2,1
260200,2022-02-18,9,0
260200,2022-02-22,2,0
260200,2022-04-19,4,0
260200,2022-05-09,6,0
260200,2022-08-11,3,0
260211,2022-01-15,3,1
260211,2022-01-18,2,1
260211,2022-01-21,2,1
260211,2022-01-27,5,1
260211,2022-02-03,6,1
260211,2022-02-22,2,1
260212,2022-01-14,2,0
260217,2022-01-15,3,1
260226,2022-01-20,3,0
260237,2022-01-20,2,0
260265,2022-01-16,4,0
260269,2022-01-14,2,0
260278,2022-01-14,2,0
260285,2022-01-14,2,0
260291,2022-01-14,2,1
260291,2022-01-21,4,1
260291,2022-02-03,2,1
260295,2022-01-15,2,0
260295,2022-01-18,2,0
260295,2022-02-01,2,0
260295,2022-02-10,2,0
260306,2022-01-14,2,0
260321,2022-01-20,5,1
260321,2022-02-04,5,1
260321,2022-02-10,5,1
260321,2022-04-18,5,1
260321,2022-07-11,3,1
260323,2022-01-15,3,0
260324,2022-01-14,2,1
260324,2022-01-17,2,1
260324,2022-01-20,2,1
260329,2022-01-21,2,1
260329,2022-02-02,2,1
260329,2022-06-30,2,1
260329,2022-08-17,2,1
260334,2022-04-30,2,0
260335,2022-01-21,5,1
260338,2022-02-04,3,0
260345,2022-02-02,5,1
260345,2022-02-11,4,1
260345,2022-02-17,4,1
260345,2022-02-23,5,1
260345,2022-02-27,2,1
260345,2022-03-08,6,1
260345,2022-04-14,2,1
260345,2022-04-22,5,1
260345,2022-04-30,3,1
260345,2022-05-07,3,1
260345,2022-05-13,5,1
260345,2022-05-18,3,1
260345,2022-05-25,3,1
260345,2022-06-04,6,1
260345,2022-07-15,2,1
260345,2022-07-27,2,1
260345,2022-08-04,3,1
260345,2022-08-14,4,1
260345,2022-08-18,3,1
260345,2022-09-30,12,1
260345,2022-10-07,6,1
260345,2022-10-16,5,1
260345,2022-10-20,3,1
260354,2022-01-19,3,1
260354,2022-03-03,3,1
260356,2022-01-16,3,1
260356,2022-02-03,13,1
260356,2022-02-12,7,1
260356,2022-02-19,6,1
260356,2022-03-17,2,1
260356,2022-04-08,3,1
260356,2022-07-19,3,1
260389,2022-01-18,4,0
260389,2022-08-23,2,0
260402,2022-01-15,2,0
260405,2022-01-15,2,0
260416,2022-01-15,2,0
260418,2022-01-15,2,0
260423,2022-01-15,2,1
260423,2022-01-18,2,1
260423,2022-02-02,3,1
260423,2022-02-09,2,1
260459,2022-01-15,2,0
260464,2022-01-18,2,0
260465,2022-01-21,3,1
260465,2022-01-28,2,1
260465,2022-02-04,5,1
260465,2022-02-10,4,1
260465,2022-02-18,5,1
260465,2022-02-25,3,1
260465,2022-03-03,4,1
260465,2022-03-14,3,1
260465,2022-03-25,5,1
260465,2022-03-30,3,1
260465,2022-04-05,2,1
260465,2022-04-08,2,1
260465,2022-04-12,2,1
260465,2022-04-21,3,1
260465,2022-04-28,3,1
260465,2022-05-06,5,1
260465,2022-05-13,5,1
260465,2022-05-18,4,1
260465,2022-06-03,4,1
260465,2022-06-07,2,1
260465,2022-06-16,4,1
260465,2022-06-23,3,1
260465,2022-06-29,3,1
260465,2022-07-07,4,1
260465,2022-07-21,3,1
260465,2022-07-28,4,1
260465,2022-08-11,3,1
260465,2022-08-19,4,1
260465,2022-08-22,2,1
260465,2022-09-02,5,1
260465,2022-09-23,3,1
260465,2022-09-28,3,1
260465,2022-10-14,3,1
260465,2022-10-17,2,1
260477,2022-02-10,28,0
260486,2022-01-23,9,1
260486,2022-01-26,2,1
260486,2022-02-02,5,1
260486,2022-02-08,4,1
260486,2022-02-18,7,1
260486,2022-02-21,2,1
260494,2022-01-22,8,1
260499,2022-02-04,2,0
260519,2022-01-17,3,0
260549,2022-01-24,10,1
260549,2022-02-02,3,1
260549,2022-03-13,2,1
260549,2022-04-02,2,1
260549,2022-06-27,3,1
260549,2022-07-10,6,1
260549,2022-07-17,2,1
260549,2022-07-25,3,1
260549,2022-07-28,2,1
260549,2022-10-12,2,1
260567,2022-01-17,3,0
260569,2022-01-18,2,0
260572,2022-01-17,3,0
260572,2022-02-16,2,1
260572,2022-02-25,5,1
260572,2022-03-04,5,1
260572,2022-03-10,5,1
260572,2022-03-23,7,1
260572,2022-04-05,8,1
260575,2022-01-16,2,0
260575,2022-01-19,2,0
260575,2022-01-25,2,0
260578,2022-01-18,3,1
260578,2022-01-27,3,1
260578,2022-03-03,2,1
260590,2022-01-16,2,0
260593,2022-03-03,46,1
260593,2022-04-07,34,1
260593,2022-04-13,2,1
260593,2022-04-19,5,1
260594,2022-01-17,2,0
260600,2022-01-17,2,0
260604,2022-01-18,3,0
260608,2022-01-23,4,1
260608,2022-02-01,8,1
260608,2022-02-08,4,1
260608,2022-03-01,20,1
260608,2022-03-05,3,1
260608,2022-03-11,2,1
260608,2022-03-18,5,1
260608,2022-03-26,7,1
260608,2022-04-01,2,1
260608,2022-04-13,6,1
260608,2022-04-21,7,1
260616,2022-05-11,3,1
260616,2022-05-14,2,1
260616,2022-05-28,5,1
260616,2022-06-10,4,1
260616,2022-06-13,2,1
260616,2022-07-03,2,1
260619,2022-01-17,2,0
260619,2022-01-23,5,0
260641,2022-01-17,2,0
260646,2022-01-29,11,1
260646,2022-02-04,4,1
260646,2022-09-29,11,1
260646,2022-10-04,2,1
260646,2022-10-11,2,1
260649,2022-01-18,3,1
260649,2022-01-21,2,1
260649,2022-01-28,6,1
260649,2022-02-04,5,1
260649,2022-02-10,2,1
260649,2022-02-22,3,1
260649,2022-03-04,5,1
260649,2022-03-09,3,1
260649,2022-03-15,3,1
260649,2022-03-26,6,1
260649,2022-03-30,3,1
260649,2022-04-04,2,1
260649,2022-04-25,2,1
260649,2022-05-20,2,1
260649,2022-05-25,3,1
260664,2022-01-18,2,1
260664,2022-01-25,2,1
260664,2022-02-08,2,1
260664,2022-02-24,2,1
260664,2022-03-17,2,1
260684,2022-01-22,3,1
260684,2022-01-28,2,1
260684,2022-02-11,3,1
260684,2022-02-19,3,1
260684,2022-03-15,2,1
260687,2022-01-21,2,0
260701,2022-01-21,4,0
260702,2022-01-21,3,0
260702,2022-02-09,3,1
260702,2022-04-24,2,1
260702,2022-04-28,2,1
260702,2022-10-15,2,1
260707,2022-01-19,3,1
260707,2022-05-29,2,1
260715,2022-01-27,11,0
260737,2022-01-18,2,0
260741,2022-01-18,2,0
260742,2022-01-23,3,1
260754,2022-02-19,30,1
260754,2022-02-24,3,1
260754,2022-03-03,2,1
260754,2022-03-15,2,1
260754,2022-03-25,2,1
260754,2022-03-29,2,1
260754,2022-04-08,3,1
260754,2022-04-21,12,1
260754,2022-05-13,2,1
260754,2022-05-27,3,1
260754,2022-05-31,2,1
260754,2022-06-16,4,1
260754,2022-06-23,2,1
260754,2022-07-01,4,1
260754,2022-08-26,2,1
260754,2022-09-09,6,1
260754,2022-10-08,27,1
260761,2022-01-18,2,0
260773,2022-01-18,2,0
260774,2022-02-19,2,1
260776,2022-01-19,3,0
260787,2022-01-18,2,0
260787,2022-03-02,3,1
260787,2022-04-30,2,1
260792,2022-01-22,6,0
260792,2022-02-01,9,0
260809,2022-01-20,4,1
260809,2022-02-01,2,1
260810,2022-01-19,2,0
260813,2022-01-20,4,0
260813,2022-01-24,3,1
260813,2022-03-13,3,1
260813,2022-07-28,7,1
260813,2022-08-05,7,1
260813,2022-08-23,2,1
260813,2022-09-07,2,1
260813,2022-09-15,6,1
260813,2022-09-23,7,1
260815,2022-01-19,3,1
260815,2022-02-10,2,1
260815,2022-02-27,2,1
260815,2022-04-03,2,1
260815,2022-06-12,2,1
260815,2022-06-26,4,1
260815,2022-06-30,2,1
260820,2022-01-20,3,0
260824,2022-01-19,3,0
260829,2022-01-22,3,1
260829,2022-01-27,4,1
260829,2022-05-05,3,1
260829,2022-05-19,3,1
260831,2022-01-24,3,1
260831,2022-01-28,2,1
260833,2022-01-19,2,0
260834,2022-01-25,2,1
260835,2022-01-19,2,0
260837,2022-01-20,3,0
260842,2022-03-02,3,1
260842,2022-09-13,2,1
260846,2022-01-19,2,0
260850,2022-01-21,4,0
260850,2022-01-28,6,1
260850,2022-02-03,4,1
260850,2022-02-15,2,1
260850,2022-02-23,3,1
260853,2022-01-19,2,0
260855,2022-03-20,2,1
260861,2022-03-08,2,1
260861,2022-03-13,2,1
260861,2022-06-28,3,1
260861,2022-07-27,2,1
260861,2022-07-31,2,1
260865,2022-01-22,5,1
260865,2022-02-03,5,1
260865,2022-02-11,7,1
260865,2022-02-20,3,1
260865,2022-02-24,3,1
260865,2022-03-05,2,1
260865,2022-03-14,2,1
260865,2022-03-24,2,1
260869,2022-01-19,2,0
260885,2022-01-24,7,1
260887,2022-03-22,2,0
260888,2022-01-20,3,0
260891,2022-01-26,2,1
260891,2022-01-29,2,1
260891,2022-03-21,2,1
260891,2022-03-26,4,1
260898,2022-01-20,3,1
260898,2022-02-03,3,1
260899,2022-01-19,2,0
260902,2022-01-19,2,0
260907,2022-01-19,2,0
260909,2022-01-20,2,1
260910,2022-04-20,3,1
260910,2022-05-13,5,1
260910,2022-05-16,2,1
260910,2022-07-08,4,1
260910,2022-07-18,2,1
260910,2022-07-25,2,1
260910,2022-07-29,2,1
260910,2022-08-09,3,1
260910,2022-08-14,2,1
260910,2022-09-05,3,1
260910,2022-10-03,2,1
260910,2022-10-10,6,1
260915,2022-02-01,7,1
260915,2022-06-21,2,1
260915,2022-07-30,5,1
260915,2022-08-04,3,1
260915,2022-08-17,2,1
260916,2022-01-21,3,0
260916,2022-01-27,4,1
260916,2022-02-04,2,1
260916,2022-02-11,2,1
260916,2022-02-18,3,1
260916,2022-02-26,2,1
260916,2022-03-15,2,1
260916,2022-03-24,2,1
