student_id,date_engaged,student_type_id,student_country
258916,2022-04-14,1,CA
258916,2022-08-29,1,CA
258916,2022-08-30,1,CA
258916,2022-09-06,1,CA
258916,2022-09-13,1,CA
258916,2022-09-16,1,CA
258916,2022-09-17,1,CA
258916,2022-10-20,1,CA
258917,2022-01-02,0,US
258920,2022-01-02,0,PH
258922,2022-01-02,0,US
258922,2022-01-03,0,US
258922,2022-01-04,1,US
258922,2022-01-05,1,US
258922,2022-01-09,1,US
258922,2022-01-10,1,US
258922,2022-01-20,1,US
258922,2022-02-07,1,US
258922,2022-02-16,1,US
258922,2022-06-27,1,US
258922,2022-07-03,1,US
258922,2022-07-06,1,US
258922,2022-07-19,1,US
258922,2022-07-26,1,US
258922,2022-09-15,1,US
258924,2022-01-04,0,EG
258924,2022-01-17,0,EG
258924,2022-01-19,0,EG
258924,2022-01-22,0,EG
258924,2022-02-02,0,EG
258924,2022-02-03,0,EG
258924,2022-02-05,0,EG
258924,2022-02-06,0,EG
258924,2022-03-09,0,EG
258925,2022-01-02,0,ID
258927,2022-01-02,0,IN
258927,2022-08-02,0,IN
258929,2022-03-01,0,US
258929,2022-03-02,0,US
258930,2022-02-18,0,SA
258930,2022-02-19,1,SA
258930,2022-02-20,1,SA
258930,2022-02-21,1,SA
258930,2022-02-22,1,SA
258930,2022-02-23,1,SA
258930,2022-03-04,1,SA
258930,2022-03-13,1,SA
258930,2022-07-19,1,SA
258930,2022-07-24,1,SA
258930,2022-08-01,1,SA
258930,2022-08-02,1,SA
258930,2022-08-28,1,SA
258933,2022-01-03,0,US
258933,2022-01-17,0,US
258936,2022-01-02,0,IN
258936,2022-01-12,0,IN
258939,2022-01-02,0,US
258940,2022-01-02,0,DE
258940,2022-06-26,0,DE
258947,2022-01-02,0,IN
258951,2022-01-02,0,EG
258951,2022-01-04,0,EG
258951,2022-01-26,0,EG
258951,2022-01-27,0,EG
258951,2022-03-21,0,EG
258951,2022-03-26,0,EG
258951,2022-03-28,0,EG
258954,2022-01-02,0,IQ
258955,2022-01-02,0,AE
258955,2022-01-03,1,AE
258955,2022-01-04,1,AE
258955,2022-01-05,1,AE
258955,2022-01-06,1,AE
258955,2022-01-07,1,AE
258955,2022-01-12,1,AE
258955,2022-01-13,1,AE
258955,2022-01-14,1,AE
258955,2022-01-18,1,AE
258955,2022-01-19,1,AE
258955,2022-06-07,1,AE
258955,2022-06-08,1,AE
258956,2022-03-31,1,IN
258956,2022-04-15,1,IN
258956,2022-04-18,1,IN
258956,2022-04-23,1,IN
258956,2022-05-01,1,IN
258956,2022-05-02,1,IN
258956,2022-05-03,1,IN
258956,2022-05-05,1,IN
258956,2022-05-09,1,IN
258956,2022-07-06,1,IN
258956,2022-07-11,1,IN
258956,2022-07-12,1,IN
258956,2022-07-13,1,IN
258956,2022-07-14,1,IN
258956,2022-07-15,1,IN
258956,2022-07-18,1,IN
258956,2022-08-02,0,IN
258957,2022-01-06,0,ZA
258959,2022-01-02,0,IN
258960,2022-01-02,0,CN
258962,2022-01-02,0,EG
258965,2022-01-02,0,IN
258967,2022-01-02,0,NL
258969,2022-01-02,0,US
258970,2022-01-03,0,GM
258971,2022-01-02,0,IL
258971,2022-01-03,0,IL
258971,2022-01-05,0,IL
258971,2022-01-09,1,IL
258971,2022-01-10,1,IL
258971,2022-01-11,1,IL
258971,2022-01-12,1,IL
258971,2022-01-14,1,IL
258971,2022-01-15,1,IL
258971,2022-01-16,1,IL
258971,2022-01-18,1,IL
258971,2022-01-23,1,IL
258971,2022-01-27,1,IL
258971,2022-02-04,1,IL
258971,2022-02-05,1,IL
258971,2022-02-06,1,IL
258971,2022-02-12,0,IL
258971,2022-02-20,0,IL
258971,2022-02-21,0,IL
258971,2022-06-16,0,IL
258973,2022-01-02,0,US
258974,2022-01-02,0,SA
258979,2022-01-02,0,SA
258979,2022-01-03,0,SA
258980,2022-01-02,0,MX
258980,2022-01-09,1,MX
258980,2022-01-10,1,MX
258980,2022-01-12,1,MX
258980,2022-01-13,1,MX
258980,2022-02-07,1,MX
258980,2022-02-08,1,MX
258980,2022-02-09,1,MX
258980,2022-02-24,1,MX
258980,2022-09-21,1,MX
258980,2022-09-22,1,MX
258982,2022-01-02,0,TH
258984,2022-01-02,1,DE
258984,2022-01-03,1,DE
258984,2022-01-04,1,DE
258984,2022-01-06,1,DE
258984,2022-01-07,1,DE
258984,2022-01-08,1,DE
258984,2022-01-10,1,DE
258984,2022-01-11,1,DE
258984,2022-03-30,1,DE
258984,2022-03-31,1,DE
258984,2022-04-07,1,DE
258984,2022-04-09,1,DE
258984,2022-04-11,1,DE
258984,2022-05-29,1,DE
258984,2022-05-31,1,DE
258984,2022-06-01,1,DE
258984,2022-06-24,1,DE
258984,2022-06-27,1,DE
258984,2022-07-04,1,DE
258987,2022-01-05,0,ES
258989,2022-01-02,0,IN
258991,2022-01-02,0,MA
258993,2022-01-02,0,SA
258994,2022-01-02,0,GB
258994,2022-01-03,0,GB
258994,2022-01-10,0,GB
258996,2022-01-04,0,SA
258996,2022-01-06,0,SA
258996,2022-01-16,0,SA
258997,2022-01-02,0,NG
258998,2022-01-02,0,SA
258999,2022-01-02,0,IN
259000,2022-01-02,0,SA
259000,2022-01-03,0,SA
259000,2022-01-11,0,SA
259001,2022-01-02,0,AE
259001,2022-01-03,0,AE
259002,2022-01-02,0,SA
259002,2022-01-03,0,SA
259002,2022-01-06,0,SA
259005,2022-01-02,0,TR
259005,2022-02-19,0,TR
259005,2022-02-21,0,TR
259005,2022-07-11,0,TR
259008,2022-01-02,0,US
259011,2022-01-02,0,GB
259011,2022-01-04,0,GB
259011,2022-01-05,0,GB
259011,2022-01-13,0,GB
259011,2022-01-14,0,GB
259011,2022-01-15,0,GB
259011,2022-01-16,0,GB
259011,2022-01-17,0,GB
259011,2022-01-18,0,GB
259011,2022-01-19,0,GB
259011,2022-01-20,0,GB
259011,2022-01-22,0,GB
259011,2022-01-23,0,GB
259011,2022-01-27,0,GB
259011,2022-01-28,0,GB
259011,2022-02-03,0,GB
259011,2022-02-04,0,GB
259011,2022-02-05,0,GB
259011,2022-02-06,0,GB
259011,2022-02-08,0,GB
259011,2022-02-21,0,GB
259011,2022-02-23,0,GB
259011,2022-02-26,0,GB
259011,2022-03-01,0,GB
259011,2022-03-02,0,GB
259011,2022-03-03,0,GB
259011,2022-03-09,0,GB
259011,2022-03-11,0,GB
259011,2022-03-12,0,GB
259011,2022-03-13,0,GB
259011,2022-03-14,0,GB
259011,2022-03-15,0,GB
259011,2022-03-16,0,GB
259011,2022-03-17,0,GB
259011,2022-03-18,0,GB
259011,2022-03-19,0,GB
259011,2022-03-27,0,GB
259011,2022-03-31,0,GB
259011,2022-04-03,0,GB
259011,2022-04-06,0,GB
259011,2022-04-07,0,GB
259011,2022-04-09,0,GB
259011,2022-04-15,0,GB
259011,2022-04-16,0,GB
259011,2022-04-17,0,GB
259011,2022-04-18,0,GB
259011,2022-04-19,0,GB
259011,2022-04-20,0,GB
259011,2022-04-21,0,GB
259011,2022-04-22,0,GB
259011,2022-05-11,0,GB
259012,2022-01-03,0,SA
259012,2022-01-04,0,SA
259012,2022-01-05,0,SA
259014,2022-01-02,0,FR
259015,2022-01-02,0,SA
259015,2022-01-04,0,SA
259015,2022-01-09,0,SA
259015,2022-01-10,0,SA
259015,2022-01-12,0,SA
259015,2022-01-19,0,SA
259017,2022-01-02,0,EG
259018,2022-01-04,0,IN
259019,2022-06-10,0,PK
259019,2022-07-24,0,PK
259019,2022-07-31,0,PK
259019,2022-08-01,0,PK
259019,2022-08-03,0,PK
259019,2022-08-04,0,PK
259019,2022-08-07,0,PK
259019,2022-08-23,0,PK
259019,2022-08-25,0,PK
259019,2022-08-26,0,PK
259019,2022-08-30,0,PK
259019,2022-08-31,0,PK
259019,2022-10-19,0,PK
259020,2022-01-02,0,UA
259022,2022-01-02,0,SA
259024,2022-01-02,0,EG
259024,2022-01-03,0,EG
259025,2022-01-02,0,GB
259026,2022-01-02,0,GB
259026,2022-01-03,0,GB
259026,2022-01-04,1,GB
259026,2022-01-05,1,GB
259026,2022-01-06,1,GB
259026,2022-01-10,1,GB
259026,2022-01-17,1,GB
259026,2022-01-18,1,GB
259026,2022-01-24,1,GB
259026,2022-03-08,1,GB
259026,2022-03-09,1,GB
259026,2022-03-11,1,GB
259026,2022-03-13,1,GB
259026,2022-03-14,1,GB
259026,2022-03-18,1,GB
259026,2022-03-29,1,GB
259026,2022-04-04,1,GB
259026,2022-04-10,1,GB
259026,2022-04-11,1,GB
259026,2022-04-12,1,GB
259026,2022-04-13,1,GB
259026,2022-04-15,1,GB
259026,2022-04-16,1,GB
259026,2022-04-17,1,GB
259026,2022-04-18,1,GB
259026,2022-04-23,1,GB
259026,2022-04-25,1,GB
259026,2022-04-30,1,GB
259026,2022-05-02,1,GB
259028,2022-01-02,0,SA
259028,2022-01-03,0,SA
259028,2022-01-04,1,SA
259028,2022-01-05,1,SA
259028,2022-01-23,1,SA
259028,2022-01-25,1,SA
259028,2022-01-26,1,SA
259029,2022-01-03,0,MA
259032,2022-01-13,0,MY
259033,2022-01-02,0,EG
259034,2022-01-09,0,NG
259034,2022-01-11,0,NG
259034,2022-01-13,0,NG
259034,2022-01-16,0,NG
259035,2022-01-02,0,IQ
259036,2022-06-30,0,EG
259039,2022-01-02,1,US
259039,2022-01-03,1,US
259039,2022-01-04,1,US
259039,2022-01-05,1,US
259039,2022-01-06,1,US
259039,2022-01-08,1,US
259039,2022-01-10,1,US
259039,2022-01-13,1,US
259039,2022-01-14,1,US
259039,2022-01-16,1,US
259039,2022-01-17,1,US
259039,2022-01-27,1,US
259039,2022-01-28,1,US
259039,2022-02-03,1,US
259040,2022-01-02,0,EG
259041,2022-01-02,0,CA
259042,2022-08-15,0,EG
259042,2022-08-17,0,EG
259042,2022-08-18,0,EG
259042,2022-08-20,0,EG
259042,2022-08-21,0,EG
259043,2022-01-02,0,CO
259043,2022-01-03,0,CO
259045,2022-01-25,0,AT
259046,2022-02-22,0,PK
259047,2022-01-02,0,CA
259047,2022-01-03,0,CA
259048,2022-01-02,0,FI
259051,2022-01-02,0,US
259054,2022-01-31,1,US
259054,2022-02-02,1,US
259054,2022-04-19,1,US
259054,2022-04-23,1,US
259054,2022-04-30,1,US
259055,2022-01-03,0,IN
259056,2022-01-03,0,CA
259057,2022-01-03,0,IN
259058,2022-01-03,0,BR
259059,2022-01-03,0,AU
259060,2022-01-03,0,US
259060,2022-01-06,0,US
259060,2022-01-09,0,US
259062,2022-01-03,0,US
259063,2022-01-03,0,US
259065,2022-01-03,0,IN
259067,2022-01-03,0,SG
259068,2022-01-03,0,SA
259068,2022-01-06,0,SA
259069,2022-01-03,0,SN
259070,2022-01-15,1,US
259070,2022-01-16,1,US
259070,2022-01-18,1,US
259070,2022-01-19,1,US
259070,2022-01-24,1,US
259070,2022-02-07,1,US
259070,2022-02-09,1,US
259070,2022-02-10,1,US
259070,2022-02-16,1,US
259070,2022-02-20,1,US
259070,2022-02-21,1,US
259070,2022-02-25,1,US
259070,2022-02-26,1,US
259070,2022-03-02,1,US
259070,2022-03-07,1,US
259070,2022-03-18,1,US
259070,2022-03-30,1,US
259070,2022-03-31,1,US
259070,2022-06-20,1,US
259071,2022-01-03,0,GT
259071,2022-01-04,0,GT
259072,2022-01-03,0,SA
259077,2022-01-03,0,IN
259078,2022-01-03,0,SA
259079,2022-01-03,0,IN
259080,2022-01-04,0,NG
259080,2022-01-08,0,NG
259080,2022-01-31,0,NG
259084,2022-01-03,0,OM
259084,2022-01-28,0,OM
259085,2022-01-03,0,IN
259086,2022-01-03,0,IN
259088,2022-01-02,0,IN
259088,2022-01-03,0,IN
259088,2022-01-04,0,IN
259088,2022-01-05,0,IN
259088,2022-01-06,0,IN
259090,2022-01-03,0,IN
259093,2022-01-03,0,EG
259093,2022-01-08,0,EG
259095,2022-01-21,0,IN
259097,2022-01-03,0,HU
259098,2022-01-03,0,IN
259098,2022-05-27,0,IN
259099,2022-01-03,0,US
259101,2022-01-03,0,AU
259101,2022-02-01,0,AU
259102,2022-01-03,0,PK
259103,2022-01-03,0,IN
259104,2022-01-03,0,MA
259105,2022-01-03,0,KE
259105,2022-01-16,0,KE
259105,2022-01-17,0,KE
259105,2022-01-18,0,KE
259105,2022-01-24,0,KE
259105,2022-01-25,0,KE
259105,2022-01-27,0,KE
259106,2022-01-03,1,GB
259106,2022-01-04,1,GB
259106,2022-01-05,1,GB
259106,2022-01-06,1,GB
259106,2022-01-07,1,GB
259106,2022-01-08,1,GB
259106,2022-01-09,1,GB
259106,2022-01-10,1,GB
259106,2022-01-11,1,GB
259106,2022-01-13,1,GB
259106,2022-01-14,1,GB
259106,2022-01-15,1,GB
259106,2022-01-16,1,GB
259106,2022-01-17,1,GB
259106,2022-01-18,1,GB
259106,2022-01-19,1,GB
259106,2022-01-20,1,GB
259106,2022-01-21,1,GB
259106,2022-01-22,1,GB
259106,2022-01-23,1,GB
259106,2022-01-24,1,GB
259106,2022-01-25,1,GB
259106,2022-01-26,1,GB
259106,2022-01-28,1,GB
259106,2022-01-30,1,GB
259106,2022-01-31,1,GB
259106,2022-02-01,1,GB
259106,2022-02-03,1,GB
259106,2022-02-05,1,GB
259106,2022-02-06,1,GB
259106,2022-02-07,1,GB
259106,2022-02-08,1,GB
259106,2022-02-09,1,GB
259106,2022-02-10,1,GB
259106,2022-02-18,1,GB
259106,2022-02-20,1,GB
259106,2022-02-21,1,GB
259106,2022-02-23,1,GB
259106,2022-02-25,1,GB
259106,2022-02-26,1,GB
259106,2022-02-27,1,GB
259106,2022-02-28,1,GB
259106,2022-03-02,1,GB
259106,2022-03-03,1,GB
259106,2022-03-04,1,GB
259106,2022-03-05,1,GB
259106,2022-03-06,1,GB
259106,2022-03-07,1,GB
259106,2022-03-09,1,GB
259106,2022-03-10,1,GB
259106,2022-03-12,1,GB
259106,2022-03-16,1,GB
259106,2022-03-17,1,GB
259106,2022-03-19,1,GB
259106,2022-03-20,1,GB
259106,2022-03-21,1,GB
259106,2022-03-22,1,GB
259106,2022-03-24,1,GB
259106,2022-03-25,1,GB
259106,2022-03-28,1,GB
259106,2022-03-29,1,GB
259106,2022-03-30,1,GB
259106,2022-03-31,1,GB
259106,2022-04-01,1,GB
259106,2022-04-03,1,GB
259106,2022-04-04,1,GB
259106,2022-04-05,1,GB
259106,2022-04-06,1,GB
259106,2022-04-09,1,GB
259106,2022-04-10,1,GB
259106,2022-04-11,1,GB
259106,2022-04-12,1,GB
259106,2022-04-14,1,GB
259106,2022-04-15,1,GB
259106,2022-05-23,1,GB
259108,2022-01-03,0,IN
259108,2022-01-30,0,IN
259108,2022-02-25,0,IN
259108,2022-02-27,0,IN
259110,2022-01-05,0,US
259110,2022-01-07,0,US
259110,2022-01-08,0,US
259113,2022-01-03,0,MA
259114,2022-01-03,0,SO
259115,2022-01-03,0,NG
259116,2022-01-03,0,BE
259118,2022-01-04,0,ZA
259118,2022-01-10,0,ZA
259118,2022-01-11,0,ZA
259118,2022-01-13,0,ZA
259121,2022-01-03,0,IN
259121,2022-01-08,0,IN
259123,2022-01-03,0,IN
259123,2022-04-14,0,IN
259123,2022-04-15,0,IN
259125,2022-01-03,0,IN
259126,2022-01-03,0,RW
259127,2022-01-03,0,US
259132,2022-01-03,0,AZ
259132,2022-01-09,0,AZ
259132,2022-02-06,0,AZ
259133,2022-01-03,0,RW
259134,2022-01-04,0,SE
259137,2022-01-03,0,CA
259138,2022-01-03,0,GH
259143,2022-01-05,0,PK
259143,2022-01-06,0,PK
259144,2022-01-03,0,KZ
259145,2022-01-03,0,AZ
259146,2022-01-03,0,IN
259149,2022-01-03,0,MA
259150,2022-01-03,0,NL
259152,2022-01-03,0,TN
259152,2022-01-09,0,TN
259155,2022-01-03,0,US
259155,2022-01-04,0,US
259155,2022-01-05,0,US
259155,2022-01-10,0,US
259155,2022-01-11,0,US
259155,2022-01-12,0,US
259155,2022-01-13,0,US
259156,2022-01-03,0,EG
259158,2022-01-03,0,EG
259160,2022-09-10,0,ZW
259164,2022-01-03,0,EG
259165,2022-01-03,0,JM
259166,2022-01-03,0,IN
259167,2022-01-03,0,RW
259167,2022-01-04,0,RW
259170,2022-01-04,0,US
259171,2022-01-04,0,US
259171,2022-01-05,0,US
259171,2022-01-26,1,US
259171,2022-01-28,1,US
259171,2022-02-03,1,US
259171,2022-02-04,1,US
259171,2022-02-08,1,US
259172,2022-01-04,0,IN
259174,2022-01-04,0,CA
259174,2022-01-05,0,CA
259174,2022-01-06,0,CA
259174,2022-01-07,1,CA
259174,2022-01-08,1,CA
259174,2022-01-09,1,CA
259174,2022-01-10,1,CA
259174,2022-01-17,1,CA
259174,2022-01-18,1,CA
259174,2022-01-19,1,CA
259174,2022-01-20,1,CA
259174,2022-01-21,1,CA
259174,2022-01-22,1,CA
